 QueryID,TargetID,Identity,Coverage,QueryLength,MisMatch,Gaps,Evalue,BitScore,HomologyScore
PF3D7_1027800,sp|P39023|RL3_HUMAN,64.557,395,386,128,3,0,515,6606.221503
PF3D7_1027900,sp|Q9UIJ5|ZDHC2_HUMAN,29.667,300,285,173,6,9.56E-37,135,3122.842105
PF3D7_1028000,sp|Q96BT7|ALKB8_HUMAN,28.54,459,593,266,12,4.31E-44,167,2209.082631
PF3D7_1028200,sp|Q7L0R7|RNF44_HUMAN,40,70,274,38,2,1.35E-09,59.3,1021.89781
PF3D7_1028300,sp|Q99848|EBP2_HUMAN,30.657,137,315,64,5,2.22E-09,58.5,1333.33619
PF3D7_1028400,sp|Q9H7B2|RPF2_HUMAN,26.63,184,483,130,4,0.000000087,54.7,1014.47619
PF3D7_1029600,sp|P00813|ADA_HUMAN,26.453,344,367,223,10,1.96E-24,103,2479.518256
PF3D7_1030000,sp|P63272|SPT4H_HUMAN,42.105,95,133,53,2,1.18E-24,92,3007.5
PF3D7_1030100,sp|O60231|DHX16_HUMAN,53.323,632,1290,286,6,0,750,2612.413643
PF3D7_1030500,sp|Q9UNM6|PSD13_HUMAN,26.254,339,393,242,5,5.33E-37,139,2264.658015
PF3D7_1030600,sp|Q9NPF4|OSGEP_HUMAN,41.86,258,598,100,4,3.83E-63,212,1806
PF3D7_1030800,tr|B1AKR1|B1AKR1_HUMAN,40,60,212,33,2,0.0000142,44.7,1132.075472
PF3D7_1031000,tr|A0A7P0TA56|A0A7P0TA56_HUMAN,32.335,167,217,91,9,0.00000908,47,2488.453917
PF3D7_1031200,sp|B2RC85|R10B2_HUMAN,35.249,261,364,152,4,1.56E-31,127,2527.469505
PF3D7_1031400,sp|Q5T2D3|OTUD3_HUMAN,30.682,176,938,112,6,3.50E-15,79.7,575.6963753
PF3D7_1031500,tr|A0A2R8Y5G6|A0A2R8Y5G6_HUMAN,37.306,386,917,231,7,7.07E-79,269,1570.350709
PF3D7_1031700,sp|O60927|PP1RB_HUMAN,47.917,48,116,25,0,2.96E-11,57,1982.772414
PF3D7_1032100,sp|Q9NPI6|DCP1A_HUMAN,27.82,133,1190,89,2,5.12E-12,71.2,310.9294118
PF3D7_1032400,sp|P37287|PIGA_HUMAN,48.578,422,461,207,4,2.58E-136,402,4446.836443
PF3D7_1032500,sp|Q9GZP9|DERL2_HUMAN,28.78,205,263,137,4,2.69E-19,85.1,2243.307985
PF3D7_1032600,tr|A0A087WXU0|A0A087WXU0_HUMAN,24.658,219,350,155,5,3.79E-11,63.9,1542.886286
PF3D7_1032800,sp|Q15435|PP1R7_HUMAN,42.955,291,309,160,4,3.42E-62,202,4045.276699
PF3D7_1033100,sp|P11926|DCOR_HUMAN,32.773,357,1434,186,6,1.66E-46,175,815.8968619
PF3D7_1033500,sp|Q9NW82|WDR70_HUMAN,23.843,281,709,188,6,6.72E-23,104,944.9764457
PF3D7_1033600,sp|Q99459|CDC5L_HUMAN,47.877,424,915,177,12,4.45E-107,350,2218.562623
PF3D7_1033700,sp|Q9ULH0|KDIS_HUMAN,36.486,148,488,86,4,3.08E-17,86.3,1106.542623
PF3D7_1033800,sp|P20142|PEPC_HUMAN,25.946,370,450,207,14,1.87E-35,136,2133.337778
PF3D7_1033900,sp|P62256|UBE2H_HUMAN,55.063,158,191,70,1,6.30E-62,191,4554.949738
PF3D7_1034000,tr|A0A7I2V5Z4|A0A7I2V5Z4_HUMAN,30.461,673,663,404,15,4.58E-105,333,3092.044193
PF3D7_1034200,sp|Q9P0M9|RM27_HUMAN,37.838,74,214,45,1,0.00000749,45.4,1308.416822
PF3D7_1034400,sp|P31040|SDHA_HUMAN,61.83,634,631,207,8,0,749,6212.396197
PF3D7_1034700,sp|P40616|ARL1_HUMAN,60.976,164,178,64,0,4.77E-76,226,5618.013483
PF3D7_1034900,sp|Q96GW9|SYMM_HUMAN,34,500,889,289,12,2.60E-83,280,1912.260967
PF3D7_1035000,tr|E7EUH7|E7EUH7_HUMAN,37.356,174,993,95,4,7.24E-26,113,654.576435
PF3D7_1035200,sp|Q7Z2K8|GRIN1_HUMAN,28.689,488,585,329,8,2.50E-32,134,2393.202051
PF3D7_1036700,sp|O14530|TXND9_HUMAN,42.177,147,210,78,2,2.88E-30,112,2952.39
PF3D7_1036800,sp|O00400|ACATN_HUMAN,32.826,591,590,281,14,2.45E-80,263,3288.163729
PF3D7_1037000,sp|O60673|REV3L_HUMAN,41.121,214,2226,122,3,6.26E-44,178,395.3231806
PF3D7_1037100,tr|A0A804F6T5|A0A804F6T5_HUMAN,30.795,302,745,166,5,2.47E-39,154,1248.334228
PF3D7_1037300,sp|P12236|ADT3_HUMAN,62.162,296,301,106,5,8.16E-131,374,6112.940864
PF3D7_1037500,sp|O00429|DNM1L_HUMAN,35.894,755,709,410,16,4.57E-137,421,3822.280677
PF3D7_1037600,sp|P19447|ERCC3_HUMAN,43.394,719,886,351,10,0,596,3521.476975
PF3D7_1037700,sp|P84090|ERH_HUMAN,34.951,103,105,64,1,8.78E-21,80.5,3428.526667
PF3D7_1037800,sp|Q8IWG1|DNAI3_HUMAN,21.79,771,944,458,26,1.05E-18,92.8,1779.670551
PF3D7_1038300,tr|A0A8I5KW16|A0A8I5KW16_HUMAN,23.56,191,366,139,4,0.0000261,47,1229.497268
PF3D7_1038400,tr|A0A0A0MTP7|A0A0A0MTP7_HUMAN,26.994,163,9563,91,7,0.00000217,56.6,46.01089616
PF3D7_1038800,sp|Q9UBS3|DNJB9_HUMAN,51.282,78,911,35,2,3.34E-15,76.6,439.0774973
PF3D7_1039000,tr|C9JME8|C9JME8_HUMAN,33.824,68,913,40,1,0.0000419,44.7,251.9202629
PF3D7_1100200,sp|Q96NY7|CLIC6_HUMAN,32.09,134,2994,73,5,0.0000781,49.7,143.6225785
PF3D7_1102200,sp|P31689|DNJA1_HUMAN,45.833,72,566,36,1,8.23E-11,65.1,583.034629
PF3D7_1102400,sp|Q9HAB8|PPCS_HUMAN,30.827,133,660,87,2,2.74E-16,81.3,621.2107576
PF3D7_1103100,sp|P05386|RLA1_HUMAN,44.068,59,118,33,0,8.34E-11,55.8,2203.4
PF3D7_1103600,tr|A0A1B0GVS3|A0A1B0GVS3_HUMAN,27.979,193,499,135,1,4.83E-18,84,1082.153707
PF3D7_1103700,sp|P67870|CSK2B_HUMAN,37.173,191,245,116,1,2.94E-44,149,2897.976735
PF3D7_1103800,sp|A5YKK6|CNOT1_HUMAN,48.558,416,3371,191,7,7.07E-113,405,599.2325126
PF3D7_1104000,sp|Q9NSD9|SYFB_HUMAN,35.11,638,623,345,14,2.99E-119,367,3595.53451
PF3D7_1104200,sp|O60264|SMCA5_HUMAN,49.603,629,1426,287,8,0,613,2187.958415
PF3D7_1104500,sp|Q8TC44|POC1B_HUMAN,19.795,293,644,202,11,0.00000506,50.4,900.6110248
PF3D7_1104600,sp|Q5TD94|RSH4A_HUMAN,35.714,84,643,54,0,8.56E-10,63.2,466.5592535
PF3D7_1104700,sp|Q9Y535|RPC8_HUMAN,30.846,201,186,123,3,2.51E-32,115,3333.358065
PF3D7_1104900,sp|Q8IWQ3|BRSK2_HUMAN,35.455,110,1620,70,1,1.48E-14,80.1,240.7438272
PF3D7_1105000,sp|P62805|H4_HUMAN,92.233,103,103,8,0,2.14E-52,160,9223.3
PF3D7_1105100,sp|Q96A08|H2B1A_HUMAN,67.826,115,117,37,0,7.20E-52,160,6666.65812
PF3D7_1105200,sp|Q9P2S5|WRP73_HUMAN,24.888,446,463,292,16,1.83E-22,100,2397.418575
PF3D7_1105400,sp|P62701|RS4X_HUMAN,59.302,258,261,105,0,5.65E-112,323,5862.036782
PF3D7_1105500,sp|P41208|CETN2_HUMAN,34.507,142,171,93,0,1.90E-29,107,2865.493567
PF3D7_1105700,sp|Q9Y3I0|RTCB_HUMAN,65.323,496,506,170,2,0,692,6403.203162
PF3D7_1106000,sp|Q9Y265|RUVB1_HUMAN,51.94,464,475,206,4,9.17E-176,501,5073.717895
PF3D7_1106300,sp|Q8IZH2|XRN1_HUMAN,39.316,234,733,124,6,6.68E-46,178,1255.108322
PF3D7_1106600,tr|H0Y400|H0Y400_HUMAN,30.841,107,1313,74,0,2.48E-15,76.6,251.3318355
PF3D7_1106700,tr|A0A6Q8PGT6|A0A6Q8PGT6_HUMAN,31.973,294,1024,179,7,5.07E-41,164,917.9748047
PF3D7_1106800,tr|A0A8I5KWF7|A0A8I5KWF7_HUMAN,35.577,104,1501,50,4,3.54E-12,69.7,246.5028648
PF3D7_1107000,sp|Q9Y4Z0|LSM4_HUMAN,55.952,84,126,37,0,1.21E-35,120,3730.133333
PF3D7_1107100,tr|D6R9P3|D6R9P3_HUMAN,35.955,89,588,52,2,3.67E-11,65.1,544.2168367
PF3D7_1107200,sp|P86790|CCZ1B_HUMAN,22.821,390,713,247,14,2.67E-13,73.9,1248.273492
PF3D7_1107300,tr|H0YCH5|H0YCH5_HUMAN,28.391,317,3334,186,8,1.95E-25,113,269.9444211
PF3D7_1107400,sp|Q06609|RAD51_HUMAN,62.691,327,350,120,1,1.51E-151,430,5857.130571
PF3D7_1107500,sp|Q9UBK9|UXT_HUMAN,33.083,133,155,82,2,5.45E-16,71.6,2838.734839
PF3D7_1107700,sp|O00541|PESC_HUMAN,36.68,259,643,160,3,1.34E-44,169,1477.468118
PF3D7_1108000,tr|A0A1B0GW95|A0A1B0GW95_HUMAN,27.393,303,568,167,11,9.44E-22,100,1461.281514
PF3D7_1108200,sp|Q8TEA8|DTD1_HUMAN,43.038,158,164,78,3,4.87E-37,127,4146.343902
PF3D7_1108300,sp|P61457|PHS_HUMAN,32.911,79,107,50,1,3.61E-10,53.5,2429.87757
PF3D7_1108400,sp|P68400|CSK21_HUMAN,65.723,318,335,109,0,4.82E-149,426,6238.780299
PF3D7_1108500,sp|P53597|SUCA_HUMAN,60.772,311,327,113,2,3.71E-108,320,5779.844648
PF3D7_1108600,sp|Q96D15|RCN3_HUMAN,22.936,218,343,147,5,5.37E-11,63.9,1457.739942
PF3D7_1108700,tr|E7EP04|E7EP04_HUMAN,26.394,269,540,147,5,8.68E-27,110,1314.812222
PF3D7_1109400,sp|Q13895|BYST_HUMAN,36.331,278,436,170,3,4.71E-55,189,2316.51789
PF3D7_1109900,sp|Q9Y3U8|RL36_HUMAN,42.857,91,112,47,2,1.49E-18,75.1,3482.13125
PF3D7_1110100,tr|H0Y8M9|H0Y8M9_HUMAN,29.474,95,850,55,3,3.45E-08,55.1,329.4152941
PF3D7_1110200,sp|O94906|PRP6_HUMAN,45.572,542,1329,287,4,2.39E-157,498,1858.542062
PF3D7_1110300,tr|F2Z3C6|F2Z3C6_HUMAN,31.452,124,221,77,5,1.16E-08,53.1,1764.727602
PF3D7_1110400,tr|C9JG08|C9JG08_HUMAN,22.531,324,1483,194,8,0.000000429,56.2,492.2484154
PF3D7_1110500,sp|Q96QK1|VPS35_HUMAN,44.152,342,1050,180,1,5.42E-79,276,1438.093714
PF3D7_1110600,sp|Q9Y3B7|RM11_HUMAN,34.932,146,178,93,1,6.71E-25,96.3,2865.208989
PF3D7_1110700,tr|A0A804GS07|A0A804GS07_HUMAN,36.968,376,378,217,7,2.36E-81,254,3677.240212
PF3D7_1110900,sp|Q96DF8|ESS2_HUMAN,22.26,292,579,167,14,3.77E-08,57,1122.611399
PF3D7_1111000,sp|Q96CB9|NSUN4_HUMAN,28.652,178,579,84,7,2.56E-14,75.9,880.8386874
PF3D7_1111100,sp|P40938|RFC3_HUMAN,29.855,345,349,222,8,3.21E-47,164,2951.282235
PF3D7_1111200,sp|O14776|TCRG1_HUMAN,23.589,496,594,292,21,2.06E-08,58.5,1969.721212
PF3D7_1111300,tr|A0A1W2PRL0|A0A1W2PRL0_HUMAN,29.412,85,289,60,0,0.00000307,47.8,865.0588235
PF3D7_1111500,sp|P14621|ACYP2_HUMAN,40.816,98,129,57,1,2.97E-21,82.4,3100.750388
PF3D7_1111600,sp|Q15735|PI5PA_HUMAN,26.496,234,744,129,10,3.71E-11,67.8,833.3419355
PF3D7_1111800,sp|Q02790|FKBP4_HUMAN,30.612,147,355,102,0,1.52E-18,87.4,1267.595493
PF3D7_1112100,tr|C9JQZ7|C9JQZ7_HUMAN,36.765,68,2460,36,1,0.0000318,49.7,101.6268293
PF3D7_1112200,sp|Q9Y3A0|COQ4_HUMAN,27.389,157,355,114,0,6.78E-21,91.7,1211.288169
PF3D7_1112600,sp|Q96S55|WRIP1_HUMAN,32.618,233,707,136,5,4.92E-27,117,1074.963791
PF3D7_1112800,sp|Q68EN5|MACA1_HUMAN,29.063,320,445,196,10,1.48E-30,124,2089.923596
PF3D7_1113100,sp|Q12974|TP4A2_HUMAN,44.966,149,218,80,1,1.33E-40,137,3073.36422
PF3D7_1113300,sp|P78383|S35B1_HUMAN,31.515,330,343,205,6,4.01E-30,117,3032.055394
PF3D7_1113400,sp|Q9UMX0|UBQL1_HUMAN,27.857,280,388,144,9,2.78E-12,69.3,2010.298969
PF3D7_1113500,sp|O43824|GTPB6_HUMAN,26.608,342,698,193,10,6.00E-32,131,1303.715759
PF3D7_1113700,sp|Q04760|LGUL_HUMAN,44.186,172,356,64,5,4.66E-35,127,2134.829213
PF3D7_1113900,sp|P27361|MK03_HUMAN,35.787,394,508,196,9,3.96E-71,232,2775.605906
PF3D7_1114000,sp|Q5JR98|DYLT4_HUMAN,32,75,175,51,0,8.49E-12,62,1371.428571
PF3D7_1114100,sp|Q96CC6|RHDF1_HUMAN,32.374,139,278,89,2,8.18E-14,72.4,1618.7
PF3D7_1114200,sp|Q5TC63|GRTP1_HUMAN,34.568,324,373,193,7,9.19E-53,179,3002.689544
PF3D7_1114700,tr|H0YDJ3|H0YDJ3_HUMAN,52.394,355,699,160,4,6.58E-123,379,2660.925608
PF3D7_1114800,sp|Q8N335|GPD1L_HUMAN,48.817,338,394,168,4,1.26E-106,318,4187.854315
PF3D7_1115300,sp|P07711|CATL1_HUMAN,32.184,348,482,189,14,5.52E-49,172,2323.658091
PF3D7_1115400,sp|P07711|CATL1_HUMAN,34.347,329,492,170,14,2.65E-49,172,2296.781098
PF3D7_1115600,tr|A0A7P0TB45|A0A7P0TB45_HUMAN,49.254,201,195,90,4,6.14E-61,189,5076.950769
PF3D7_1115700,tr|E9PKT6|E9PKT6_HUMAN,34.81,316,484,165,10,1.94E-50,174,2272.719008
PF3D7_1115900,sp|Q9UIJ5|ZDHC2_HUMAN,28,275,293,159,10,4.34E-26,106,2627.986348
PF3D7_1116000,sp|A0A0U1RQI7|KLF18_HUMAN,28.247,308,1201,190,18,5.68E-09,61.6,724.4026644
PF3D7_1116300,sp|Q9H2H8|PPIL3_HUMAN,64.815,162,167,55,2,6.83E-74,219,6287.443114
PF3D7_1116600,sp|P46977|STT3A_HUMAN,42.118,425,856,239,6,3.05E-112,360,2091.139019
PF3D7_1116700,tr|A0A7I2YQT5|A0A7I2YQT5_HUMAN,30.599,317,700,134,13,2.75E-28,117,1385.697571
PF3D7_1116800,sp|Q9H078|CLPB_HUMAN,33.444,302,906,180,7,1.75E-40,160,1114.8
PF3D7_1117100,sp|Q9Y5K5|UCHL5_HUMAN,26.134,463,465,190,12,1.29E-37,140,2602.15957
PF3D7_1117500,sp|Q9Y2Z4|SYYM_HUMAN,29.603,277,561,168,6,5.41E-32,129,1461.681105
PF3D7_1117600,sp|Q14197|ICT1_HUMAN,35.577,104,153,62,1,2.80E-16,73.2,2418.305882
PF3D7_1117700,sp|P62826|RAN_HUMAN,70.588,204,214,59,1,5.67E-108,310,6728.949533
PF3D7_1117800,tr|H0Y4N0|H0Y4N0_HUMAN,52,200,1016,94,2,3.36E-59,213,1023.622047
PF3D7_1118100,tr|A0A5F9ZHW1|A0A5F9ZHW1_HUMAN,62.162,148,155,56,0,1.76E-66,200,5935.468387
PF3D7_1118200,tr|I3L0K7|I3L0K7_HUMAN,33.178,428,930,259,9,7.40E-79,266,1526.901505
PF3D7_1118300,tr|A0A7I2V449|A0A7I2V449_HUMAN,28.796,191,1488,126,3,3.04E-13,73.6,369.6260753
PF3D7_1118500,sp|O00567|NOP56_HUMAN,39.486,428,594,253,4,1.19E-102,323,2845.119192
PF3D7_1118600,tr|A0A9L9PXR9|A0A9L9PXR9_HUMAN,54.348,230,608,101,2,6.46E-86,278,2055.927632
PF3D7_1118800,sp|O15143|ARC1B_HUMAN,20,380,391,263,17,6.03E-09,58.2,1943.734015
PF3D7_1119000,sp|O14974|MYPT1_HUMAN,42.056,107,371,58,2,3.99E-13,72,1212.935849
PF3D7_1119100,sp|Q8TBZ6|TM10A_HUMAN,30.952,210,324,125,4,3.77E-24,101,2006.148148
PF3D7_1119300,sp|Q01081|U2AF1_HUMAN,53.723,188,294,83,3,5.29E-69,215,3435.348299
PF3D7_1119400,sp|Q15386|UBE3C_HUMAN,39.604,202,2147,117,2,2.61E-39,161,372.6133209
PF3D7_1119500,sp|O00189|AP4M1_HUMAN,29.718,461,436,289,13,2.22E-76,246,3142.201376
PF3D7_1119600,sp|Q9Y4W6|AFG32_HUMAN,49.53,638,1052,301,11,0,611,3003.815589
PF3D7_1119800,sp|Q07955|SRSF1_HUMAN,32.065,184,200,100,6,2.70E-20,86.3,2949.98
PF3D7_1119900,sp|Q9HCD5|NCOA5_HUMAN,31.746,63,1749,43,0,0.0000147,50.8,114.3509434
PF3D7_1120000,sp|Q15149|PLEC_HUMAN,20.307,261,1070,200,5,0.000000291,56.2,495.338972
PF3D7_1120100,sp|P15259|PGAM2_HUMAN,56.25,256,250,103,3,3.48E-102,298,5760
PF3D7_1120300,sp|Q9HD23|MRS2_HUMAN,28.319,113,529,72,1,0.00000275,50.8,604.9238185
PF3D7_1120400,sp|Q5VST6|AB17B_HUMAN,32.645,242,382,150,8,7.18E-34,128,2068.086387
PF3D7_1120500,sp|Q96Q11|TRNT1_HUMAN,30.846,201,791,92,10,0.0000391,48.1,783.8237674
PF3D7_1120600,sp|Q96HY6|DDRGK_HUMAN,30.38,79,2545,55,0,0.00000725,51.6,94.30333988
PF3D7_1120900,sp|O75506|HSBP1_HUMAN,27.586,58,113,42,0,0.00000289,42.7,1415.918584
PF3D7_1121000,sp|Q9H8X9|ZDH11_HUMAN,26.829,246,293,153,5,4.29E-22,96.3,2252.537201
PF3D7_1121300,sp|Q99759|M3K3_HUMAN,37.755,98,1675,54,3,6.55E-13,74.7,220.8949254
PF3D7_1121400,sp|Q2TAY7|SMU1_HUMAN,36.25,80,582,46,2,0.00000129,52.4,498.2817869
PF3D7_1121700,sp|Q9NUQ8|ABCF3_HUMAN,33.917,628,815,315,10,9.93E-115,365,2613.481718
PF3D7_1121800,tr|A0A7I2V634|A0A7I2V634_HUMAN,26.337,243,2024,153,8,1.15E-09,63.9,316.2001482
PF3D7_1121900,sp|Q6A1A2|PDPK2_HUMAN,41.401,157,525,84,5,1.06E-22,101,1238.087048
PF3D7_1122600,sp|Q6ZU64|CFA65_HUMAN,20.667,450,1832,292,15,6.8E-09,62.4,507.6501092
PF3D7_1122800,sp|Q14012|KCC1A_HUMAN,34.701,268,1617,166,6,7.30E-40,153,575.1309833
PF3D7_1122900,sp|Q9NYC9|DYH9_HUMAN,38.35,1236,5251,679,19,0,876,902.6966292
PF3D7_1123000,sp|Q9Y618|NCOR2_HUMAN,40.984,61,2467,32,1,5.08E-08,60.1,101.3386299
PF3D7_1123100,sp|Q6P2M8|KCC1B_HUMAN,38.951,267,2265,156,4,3.98E-56,200,459.1574834
PF3D7_1123200,sp|Q8N1E6|FXL14_HUMAN,24.667,300,814,194,10,1.76E-08,58.5,909.1031941
PF3D7_1123300,sp|Q1L5Z9|LONF2_HUMAN,28.497,193,689,110,8,2.82E-13,74.3,798.2468795
PF3D7_1123400,sp|P15170|ERF3A_HUMAN,52.294,436,555,192,7,1.67E-162,473,4108.141261
PF3D7_1123800,sp|Q8IY18|SMC5_HUMAN,31.795,195,1268,94,7,3.71E-22,105,488.9609621
PF3D7_1123900,tr|B1AHD1|B1AHD1_HUMAN,56.25,128,145,56,0,1.30E-49,156,4965.517241
PF3D7_1124000,sp|Q96HE7|ERO1A_HUMAN,26.959,434,465,207,15,2.51E-29,120,2516.173333
PF3D7_1124100,sp|Q92636|FAN_HUMAN,38.406,414,1653,206,12,4.87E-72,262,961.892559
PF3D7_1124200,sp|O94888|UBXN7_HUMAN,25.103,243,419,167,5,4.25E-19,90.1,1455.854177
PF3D7_1124400,sp|O15116|LSM1_HUMAN,35.802,81,147,49,2,1.49E-09,53.9,1972.763265
PF3D7_1124500,sp|P29803|ODPAT_HUMAN,33.239,355,608,188,11,1.80E-46,169,1940.76398
PF3D7_1124600,sp|Q9NVF9|EKI2_HUMAN,31.498,327,423,192,8,1.22E-39,147,2434.951773
PF3D7_1124700,sp|Q9HAV7|GRPE1_HUMAN,45.806,155,301,80,2,2.96E-35,127,2358.780731
PF3D7_1124800,sp|Q15050|RRS1_HUMAN,24.545,220,246,149,5,1.42E-10,61.6,2195.081301
PF3D7_1124900,sp|P42766|RL35_HUMAN,49.587,121,124,60,1,3.05E-26,95.9,4838.731452
PF3D7_1125300,sp|O00411|RPOM_HUMAN,29.31,696,1531,402,18,2.01E-100,352,1332.446767
PF3D7_1125400,sp|O43615|TIM44_HUMAN,25.874,143,470,105,1,6.74E-10,62,787.2302128
PF3D7_1125500,sp|P62314|SMD1_HUMAN,57.692,104,126,33,2,9.56E-32,109,4761.879365
PF3D7_1125700,sp|Q7Z6M1|RABEK_HUMAN,24.151,265,669,160,13,3.63E-08,57,956.6539611
PF3D7_1125800,sp|Q8TBB5|KLDC4_HUMAN,25.989,177,592,111,7,1.52E-09,61.6,777.0359797
PF3D7_1126000,sp|P26639|SYTC_HUMAN,53.642,453,1013,208,2,0,548,2398.798223
PF3D7_1126100,sp|O95352|ATG7_HUMAN,39.086,197,1316,109,5,2.79E-37,152,585.1019757
PF3D7_1126200,sp|P62269|RS18_HUMAN,66.234,154,156,50,1,1.37E-72,215,6538.484615
PF3D7_1126600,sp|Q5VYY2|LIPM_HUMAN,21.63,319,682,215,7,6.87E-10,62.8,1011.725806
PF3D7_1126700,tr|E9PGC8|E9PGC8_HUMAN,23.795,332,926,192,12,0.000000161,56.6,853.12527
PF3D7_1126800,sp|Q8WXF0|SRS12_HUMAN,42.529,87,914,50,0,6.15E-18,85.9,404.8165208
PF3D7_1126900,sp|P62306|RUXF_HUMAN,67.143,70,86,23,0,1.40E-31,106,5465.127907
PF3D7_1127100,tr|A0A0C4DGL3|A0A0C4DGL3_HUMAN,36.585,82,173,51,1,2.58E-09,53.9,1734.086705
PF3D7_1127300,sp|Q9UBP6|TRMB_HUMAN,35.294,289,293,139,2,3.64E-55,181,3481.217065
PF3D7_1127500,sp|Q96JJ7|TMX3_HUMAN,22,400,424,276,17,8.41E-11,64.7,2075.471698
PF3D7_1127600,sp|Q92503|S14L1_HUMAN,22.477,218,297,142,7,0.000000134,53.9,1649.826936
PF3D7_1128100,sp|Q99471|PFD5_HUMAN,30,90,248,57,2,9.26E-09,53.9,1088.709677
PF3D7_1128200,sp|O60869|EDF1_HUMAN,43.519,108,136,58,1,1.94E-22,87,3455.920588
PF3D7_1128400,sp|P14324|FPPS_HUMAN,35.065,308,376,176,6,2.64E-60,201,2872.345745
PF3D7_1128500,sp|P53384|NUBP1_HUMAN,39.865,148,718,74,4,2.46E-26,111,821.729805
PF3D7_1128600,sp|Q9NZN8|CNOT2_HUMAN,39.744,156,559,83,6,1.95E-20,95.9,1109.134884
PF3D7_1128700,tr|A6NEM5|A6NEM5_HUMAN,31.186,295,493,166,9,3.25E-35,135,1866.099391
PF3D7_1129000,sp|P19623|SPEE_HUMAN,45.39,282,321,151,2,3.33E-92,277,3987.53271
PF3D7_1129200,sp|Q15008|PSMD6_HUMAN,38.228,395,393,234,4,1.21E-102,310,3842.254453
PF3D7_1129400,sp|P46087|NOP2_HUMAN,41.42,338,634,192,3,5.04E-86,286,2208.195584
PF3D7_1129500,tr|H0YCA8|H0YCA8_HUMAN,24.419,430,611,298,11,1.40E-43,163,1718.522095
PF3D7_1129600,sp|B2RC85|R10B2_HUMAN,29.064,203,1338,130,4,1.20E-13,77,440.9560538
PF3D7_1130000,tr|J3KN95|J3KN95_HUMAN,28.98,245,940,145,5,6.88E-29,122,755.3297872
PF3D7_1130100,sp|P63173|RL38_HUMAN,40.845,71,87,35,1,1.60E-10,52.8,3333.327586
PF3D7_1130200,sp|P05388|RLA0_HUMAN,48.58,317,316,162,1,9.24E-89,269,4873.373418
PF3D7_1130400,tr|R4GNH3|R4GNH3_HUMAN,71.294,425,439,106,2,0,616,6902.038724
PF3D7_1130700,sp|Q8NDV3|SMC1B_HUMAN,36.042,283,1818,164,5,6.28E-33,140,561.049835
PF3D7_1130800,sp|O75602|SPAG6_HUMAN,38.076,499,507,308,1,4.47E-138,409,3747.519527
PF3D7_1131100,sp|O96005|CLPT1_HUMAN,18.095,315,773,229,9,7.07E-10,63.5,737.3771022
PF3D7_1131600,tr|A0A2R8Y7K3|A0A2R8Y7K3_HUMAN,29,100,2763,65,3,0.000000123,55.5,104.9583786
PF3D7_1131800,tr|J3QSB8|J3QSB8_HUMAN,32.714,269,1576,165,7,7.69E-36,139,558.3798223
PF3D7_1132000,sp|Q9NRR5|UBQL4_HUMAN,42.268,97,882,56,0,1.52E-25,113,464.8521542
PF3D7_1132200,sp|P17987|TCPA_HUMAN,59.328,536,544,216,1,0,645,5845.552941
PF3D7_1132500,tr|A0A7P0TA72|A0A7P0TA72_HUMAN,27.397,146,1439,96,5,0.000000083,55.5,277.9681723
PF3D7_1132600,sp|Q8NAV1|PR38A_HUMAN,54.494,178,386,81,0,2.11E-65,211,2512.935751
PF3D7_1132700,sp|Q5T653|RM02_HUMAN,38.532,218,333,121,4,2.55E-37,136,2522.515315
PF3D7_1132800,sp|Q96PS8|AQP10_HUMAN,33.213,277,258,164,5,1.99E-43,150,3565.89186
PF3D7_1132900,sp|P23434|GCSH_HUMAN,29.365,126,200,76,3,8.05E-15,70.1,1849.995
PF3D7_1133200,sp|Q13127|REST_HUMAN,28.659,164,2072,88,6,0.0000659,49.3,226.8376448
PF3D7_1133300,sp|Q9NV96|CC50A_HUMAN,21.799,289,366,172,9,0.00000788,48.5,1721.287158
PF3D7_1133700,tr|C9JG08|C9JG08_HUMAN,26.174,298,997,197,8,1.22E-09,63.9,782.3321966
PF3D7_1133800,sp|Q8IZ69|TRM2A_HUMAN,26.498,317,857,210,7,8.94E-36,145,980.1477246
PF3D7_1133900,tr|E5RHA3|E5RHA3_HUMAN,28.477,151,1231,102,2,9.34E-08,56.6,349.3116978
PF3D7_1134000,sp|P38646|GRP75_HUMAN,63.313,646,663,231,2,0,835,6168.958974
PF3D7_1134100,sp|Q15084|PDIA6_HUMAN,29.897,388,423,248,11,8.58E-52,181,2742.325296
PF3D7_1134500,tr|A0A2R8YCL0|A0A2R8YCL0_HUMAN,33.742,163,1744,86,8,1.36E-10,67.4,315.3638761
PF3D7_1134600,tr|G3V2D5|G3V2D5_HUMAN,29.091,110,1722,41,3,0.00000944,48.9,185.8310105
PF3D7_1134700,sp|Q9H9Y6|RPA2_HUMAN,50.637,314,1517,120,7,9.74E-82,295,1048.122479
PF3D7_1134800,sp|P48444|COPD_HUMAN,28.854,506,487,318,12,1.46E-64,218,2997.972074
PF3D7_1135000,sp|O75352|MPU1_HUMAN,28.641,206,233,146,1,5.30E-19,83.6,2532.208584
PF3D7_1135100,sp|Q9P2J9|PDP2_HUMAN,26.027,219,689,114,6,2.06E-11,68.2,827.2732946
PF3D7_1135600,tr|E9PLE0|E9PLE0_HUMAN,23.565,331,1818,212,9,4.64E-13,75.1,429.0437294
