LD4,LD5,LD6,YR,ET,MT,LT,ES,S,LS,M,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,HomologyScore,N_Pockets,BestPocket_Score,BestPocket_Probability,TargetID,Gene,UniProtID
150.49,229.297,151.966,64.466,102.898,119.071,89.644,66.916,52.409,42.783,45.0285,53.9,30.661,14.728,8.0986,1,-1.001,511,385.6887097,4,3.4,0.122,tr|B1AM48|B1AM48_HUMAN,PF3D7_1022000,Q8IJI3
75.086,78.969,95.795,295.708,189.253,85.309,44.612,41.06,30.485,32.064,41.5514,88.331,44.344,23.72,3.8658,1,-2.578,56,2664.090734,2,8.77,0.469,sp|O95568|MET18_HUMAN,PF3D7_1022100,C6S3D3
51.562,159.858,225.133,20.074,57.072,106.127,85.994,59.18,41.292,40.359,22.9825,13.689,29.823,17.231,8.0098,0.12,-3.154,162,0,9,34.76,0.951,,PF3D7_1022200,Q8IJI2
31.231,120.093,82.764,1.792,2.162,38.491,43.917,25.964,13.791,20.695,13.5167,33.082,39.725,34.524,3.1256,1,0.502,36,1107.705231,9,6.19,0.308,sp|Q9NY26|S39A1_HUMAN,PF3D7_1022300,Q8IJI1
275.283,301.155,283.835,529.673,892.141,644.3,573.013,376.823,297.824,190.16,219.96485,263.681,147.346,117.172,144.3941,1,-1.558,156,1468.398885,2,1.6,0.025,tr|J3KTL2|J3KTL2_HUMAN,PF3D7_1022400,Q8IJI0
97.843,94.511,99.984,76.014,18.081,34.689,111.625,166.181,170.024,394.83,330.9466,74.235,80.478,87.245,15.5923,1,-1.91,61,3268.195737,5,15.49,0.754,sp|O75390|CISY_HUMAN,PF3D7_1022500,Q8I6U7
181.935,260.48,273.332,445.447,351.222,207.483,137.757,183.823,210.037,333.255,287.74485,465.349,619.496,901.075,816.0235,1,-0.928,226,1245.811448,9,38.61,0.96,sp|Q8TBB5|KLDC4_HUMAN,PF3D7_1022600,Q8IJH9
0,1.479,2.511,63.731,29.262,19.949,54.341,195.542,257.309,418.065,287.6675,77.668,116.06,222.561,336.1331,1,-1.841,19,0,4,6.13,0.304,,PF3D7_1022700,Q8IJH8
0,10.492,12.222,5.243,6.428,72.804,162.541,143.737,95.728,96.273,54.5631,35.71,16.238,16.337,95.4149,0.133,-3.19,179,0,10,13.6,0.692,,PF3D7_1022800,Q8IJH7
195.862,180.444,244.584,5.201,4.802,45.56,100.109,97.399,67.623,64.384,56.43625,230.469,116.003,99.125,59.6594,0.997,-2.01,11,2542.370339,0,0,0,sp|P0C7P0|CISD3_HUMAN,PF3D7_1022900,Q8IJH6
28.319,61.274,60.076,34.299,14.318,20.109,28.833,82.608,83.684,187.184,142.8042,112.029,214.535,181.579,21.2333,0.771,-3.115,132,0,12,21.18,0.866,,PF3D7_1023000,Q8IJH5
0,1.323,1.475,0.18,0.175,0.968,0.974,4.38,3.089,3.192,3.07655,68.192,40.817,14.576,467.5848,1,-1.791,400,560.9326358,,,,sp|Q9NYC9|DYH9_HUMAN,PF3D7_1023100,
1480.902,838.522,876,206.246,239.016,194.631,140.702,117.065,92.313,64.986,47.9936,111.559,85.35,197.135,8.956,0.614,-2.664,80,0,3,8.5,0.454,,PF3D7_1023200,Q8IJH3
29.724,39.11,29.709,7.959,10.731,71.463,115.22,108.607,76.317,70.163,43.8912,134.37,214.942,227.52,105.3702,1,0,17,0,1,1.53,0.023,,PF3D7_1023300,Q8IJH2
3.39,13.94,20.076,9.656,12.446,87.498,174.134,192.314,135.437,105.884,69.4431,481.206,655.423,1139.775,754.1984,1,-1.286,55,1230.770256,2,2.39,0.064,tr|A0A8V8TKV6|A0A8V8TKV6_HUMAN,PF3D7_1023400,Q8IJH1
,,,26.213,35.858,160.436,337.87,514.112,341.923,243.819,188.4745,5836.49,4745.864,3510.495,3406.0298,0.955,-2.205,14,0,1,3.39,0.121,,PF3D7_1023500,Q8IJH0
15.392,13.136,32.13,1.593,0.577,6.324,20.652,24.593,17.561,16.833,9.7477,44.309,69.537,31.294,124.6598,0.953,-2.687,140,0,0,0,0,,PF3D7_1023600,Q8IJG9
0,0.088,4.656,0.543,0.672,0.197,0.657,7.616,6.21,8.354,7.64355,141.839,186.528,17.29,764.2293,1,-0.49,312,0,10,3.92,0.154,,PF3D7_1023700,Q8IJG8
180.163,45.371,15.099,14.266,6.138,7.339,23.306,81.796,103.555,149.292,176.7598,55.56,58.664,17.179,91.6839,1,-1.865,496,0,0,0,0,,PF3D7_1023800,Q8IJG7
350.845,241.169,330.35,928.61,774.264,770.43,1047.833,1122.984,1332.599,1405.11,1834.226,438.334,325.984,163.509,887.1179,1,-2.449,1016,982.5720252,,,,tr|A0A1B0GTU9|A0A1B0GTU9_HUMAN,PF3D7_1023900,
63.695,101.46,140.472,44.641,95.007,188.704,200.888,185.046,118.545,185.346,189.4166,58.67,37.782,25.578,47.718,0.128,-2.923,179,0,7,26.71,0.916,,PF3D7_1024000,Q8IJG5
5.608,6.616,14.096,3.013,5.883,52.168,71.947,85.677,97.066,44.434,53.4061,21.183,20.239,19.578,6.6173,0.998,-2.57,391,0,0,0,0,,PF3D7_1024100,Q8IJG4
110.15,67.598,59.809,1.09,5.103,44.002,73.867,72.902,72.35,38.846,24.97685,32.43,80.841,32.329,8.2017,0.721,-2.759,46,1437.4925,1,2.05,0.045,sp|Q6NXG1|ESRP1_HUMAN,PF3D7_1024200,Q8IJG3
200.437,254.334,323.641,14.787,21.216,206.506,390.603,380.319,219.768,234.424,124.2246,335.622,187.738,334.769,6.1645,0.133,-3.265,14,0,2,1.34,0.015,,PF3D7_1024300,Q8IJG2
0,6.169,116.403,4.633,2.693,8.03,61.781,141.972,110.974,78.125,50.9755,53.696,42.268,39.987,108.3154,0.228,-2.758,263,0,6,4.96,0.224,,PF3D7_1024400,Q8IJG1
41.172,128.541,171.238,7.58,6.465,49.287,137.197,162.466,109.901,85.682,59.05705,112.455,114.364,106.418,107.3736,0.131,-2.769,109,0,1,3.75,0.144,,PF3D7_1024500,Q8IJG0
0.455,26.066,28.198,5.04,7.094,44.628,59.91,47.489,31.377,25.941,38.40585,42.43,69.72,62.573,200.1719,0.131,-3.262,102,0,4,7.12,0.37,,PF3D7_1024600,Q8IJF8
110.407,97.3,106.556,11.609,10.585,89.789,140.128,116.41,72.333,50.37,69.93455,141.466,123.2,125.632,229.2139,0.137,-3.019,186,0,4,5.22,0.242,,PF3D7_1024700,Q8IJF7
56.54,154.335,190.58,1390.915,776.254,372.915,384.7,248.515,265.007,257.977,681.51845,3337.547,2968.602,942.928,2059.6678,1,-0.161,471,0,18,8.08,0.43,,PF3D7_1024800,Q8IJF6
19.874,36.516,45.996,4.892,10.012,62.375,60.221,51.583,34.064,27.316,14.3102,14.136,14.917,5.691,2.523,0.18,-2.735,697,0,33,34.77,0.951,,PF3D7_1024900,Q8IJF5
6.796,6.311,8.367,251.609,130.271,82.969,120.377,352.034,507.856,543.5,586.875,197.581,246.91,120.391,50.3226,0.297,-2.777,387,622.4497959,2,1.69,0.029,tr|M0R165|M0R165_HUMAN,PF3D7_1025000,Q8IJF4
0.289,8.436,24.936,157.302,72.415,56.365,182.225,263.689,212.3,227.799,169.05235,156.7,119.536,149.72,65.7861,0.127,-3.187,143,2629.670446,8,5.96,0.293,sp|O94808|GFPT2_HUMAN,PF3D7_1025100,Q8IJF3
47.868,10.052,25.954,6.897,7.891,34.965,63.897,56.122,66.11,61.671,34.76,26.231,29.01,121.627,2.4516,0.126,-3.229,82,0,7,4.87,0.218,,PF3D7_1025200,C6S3D4
27.404,53.813,95.323,3.236,26.63,41.351,47.484,36.489,28.26,20.42,10.79185,19.762,33.955,41.727,1.2417,0.121,-3.037,276,0,14,8.88,0.475,,PF3D7_1025300,Q8IJF2
0,15.358,30.716,10.025,2.313,7.747,48.402,114.336,138.516,198.293,113.58915,106.439,121.773,124.242,136.4369,0.133,-2.916,506,0,31,26.66,0.916,,PF3D7_1025400,Q8IJF0
1.813,8.625,11.45,0.635,0.742,5.583,15.033,20.306,15.085,12.2,6.51005,32.085,26.804,10.526,217.2841,1,-0.819,632,131.7820184,,,,tr|A0A669KB38|A0A669KB38_HUMAN,PF3D7_1025500,
92.195,270.457,230.673,10.67,18.423,258.819,411.142,210.059,134.197,133.808,97.84175,139.133,150.373,125.133,13.2708,0.373,-3.608,13,3880.59403,0,0,0,sp|Q14061|COX17_HUMAN,PF3D7_1025600,Q8IJE6
39.49,152.925,149.08,15.042,20.296,301.291,421.928,240.701,168.625,176.361,125.62995,374.899,533.272,803.415,156.3185,0.12,-3.361,70,0,1,1.42,0.018,,PF3D7_1025700,Q8IJE5
207.203,179.897,348.688,7.041,3.527,33.322,128.662,142.867,103.836,108.042,63.40495,88.624,66.208,152.664,8.3328,0.373,-3.46,6,0,0,0,0,,PF3D7_1025800,C6S3D5
1.024,7.295,15.794,25.445,12.294,12.889,132.86,533.436,700.285,555.675,547.6124,172.159,173.462,189.108,289.7165,1,-0.237,787,0,3,3.5,0.128,,PF3D7_1025900,A0A143ZYA5
71.205,47.621,66.585,246.907,597.277,388.04,290.794,243.672,263.007,141.963,195.1751,18.975,15,23.312,1.7637,1,1.464,303,0,0,0,0,,PF3D7_1026000,Q8IJE1
45.01,104.074,139.847,28.335,17.28,18.846,17.729,12.797,10.471,13.274,22.19205,156.374,116.447,134.184,88.2731,0.991,-2.559,54,0,0,0,0,,PF3D7_1026100,Q8IJE0
85.841,114.402,105.41,5.974,28.755,137.174,100.919,68.547,29.899,31.059,20.45565,111.313,104.711,143.389,162.2542,0.137,-3.112,243,0,5,5.01,0.228,,PF3D7_1026200,Q8IJD9
29.074,51.706,66.913,2.667,14.469,92.494,122.74,109.156,85.927,47.475,30.3032,195.583,140.29,72.795,167.212,0.996,-2.721,541,0,6,8.29,0.442,,PF3D7_1026300,Q8IJD8
0,2.158,5.087,4.451,2.627,6.79,36.624,114.005,94.485,76.204,77.5035,121.492,126.412,60.535,572.7726,1,-2.469,237,2255.404643,7,14.76,0.734,sp|Q9UM11|FZR1_HUMAN,PF3D7_1026400,Q8IJD7
68.241,0.732,2.497,14.494,1.409,1.855,18.56,60.152,82.967,132.537,163.7023,429.017,461.011,393.38,2784.2409,1,-1.673,19,0,0,0,0,,PF3D7_1026500,C6S3D6
1.209,0.872,7.356,330.338,48.648,15.351,18.415,205.439,925.064,2096.653,2996.3091,74.358,77.775,102.193,2.2325,1,-0.348,660,0,0,0,0,,PF3D7_1026600,Q8IJD6
1573.078,1970.486,1415.164,2909.795,3581.074,3015.286,1903.762,881.624,813.718,539.878,794.01975,1162.58,713.661,680.968,422.0716,0.592,-2.415,13,5095.030038,0,0,0,sp|P08865|RSSA_HUMAN,PF3D7_1026800,A0A143ZZG2
1946.278,2560.07,2698.023,13.034,8.691,17.394,30.326,28.686,26.569,21.273,25.9495,73.65,91.345,127.458,2.1618,0.996,-2.487,64,0,5,8.74,0.467,,PF3D7_1026900,C6S3D7
191.782,184.411,178.734,2.659,0.896,12.637,20.228,23.626,34.116,20.168,15.0139,35.139,42.912,35.059,1.8708,1,-2.655,733,165.656212,2,2.28,0.057,tr|H0YB71|H0YB71_HUMAN,PF3D7_1027000,Q8IJD3
58.662,117.378,102.214,342.113,280.999,182.523,113.013,132.768,126.639,93.671,146.382,35.765,22.327,25.013,23.6852,1,-2.779,346,790.1476684,3,5.67,0.274,tr|A0A8Q3WK70|A0A8Q3WK70_HUMAN,PF3D7_1027100,Q8IJD2
42.631,79.569,100.566,61.057,74.787,89.384,65.724,65.221,69.26,57.266,73.8832,101.288,86.799,93.434,2.4398,0.995,-2.07,129,1769.206154,10,13.23,0.678,sp|Q9H7H0|MET17_HUMAN,PF3D7_1027200,Q8IJD1
46.896,173.229,264.135,1133.68,253.386,131.196,1147.012,3279.722,6666.555,4176.756,5780.3067,99.713,123.938,166.694,170.2474,0.68,-2.377,243,0,1,0.82,0.003,,PF3D7_1027300,Q8IJD0
83.826,182.592,101.08,157.158,175.604,177.286,143.791,101.617,59.461,61.158,73.71635,90.348,73.545,224.063,38.5133,0.145,-2.646,14,3785.283051,2,3.33,0.118,sp|P62487|RPB7_HUMAN,PF3D7_1027400,Q8IJC9
87.116,25.006,16.855,64.965,107.864,165.49,114.202,61.405,42.317,56.864,47.09725,268.239,390.846,357.994,137.6797,0.528,-2.503,18,0,0,0,0,,PF3D7_1027500,Q8IJC8
4.343,8.556,22.224,9.058,14,32.748,41.365,47.286,40.237,30.27,37.39655,405.615,333.955,339.602,170.21,0.124,-3.101,133,2410.745833,2,1.26,0.012,sp|Q9Y5K1|SPO11_HUMAN,PF3D7_1027600,C6S3D8
67.334,94.565,137.279,15.103,10.378,89.982,340.804,337.947,251.321,148.041,98.34525,143.059,168.229,130.728,145.0107,0.888,-2.345,13,5586.551397,1,9.97,0.536,sp|O15182|CETN3_HUMAN,PF3D7_1027700,Q8IJC7
817.797,1089.498,821.061,2689.389,3938.145,3500.856,2576.664,1282.623,1025.166,612.786,713.41785,965.446,638.39,394.794,450.9532,0.121,-3.144,17,6606.221503,2,3.47,0.126,sp|P39023|RL3_HUMAN,PF3D7_1027800,Q8IJC6
5.693,76.446,77.815,30.914,20.036,19.327,24.864,29.361,13.599,17.038,19.57155,580.968,730.439,1083.529,745.7137,0.999,-0.532,40,3122.842105,5,39,0.961,sp|Q9UIJ5|ZDHC2_HUMAN,PF3D7_1027900,A0A143ZYC1
8.712,50.986,30.991,130.557,200.173,144.815,74.204,53.43,45.649,32.711,37.8792,31.889,29.418,34.882,12.8748,1,-0.846,154,2209.082631,4,27.39,0.92,sp|Q96BT7|ALKB8_HUMAN,PF3D7_1028000,Q8IJC4
0,25.528,172.33,7.296,4.868,11.868,13.668,31.788,16.654,29.728,20.36355,51.279,50.59,32.425,68.9588,1,-0.495,230,0,7,19.18,0.835,,PF3D7_1028100,Q8IJC3
29.881,109.252,159.972,10.369,7.962,57.82,165.567,274.04,150.282,221.781,132.94975,351.648,447.431,1130.6,513.2324,0.258,-2.506,56,1021.89781,6,8.52,0.455,sp|Q7L0R7|RNF44_HUMAN,PF3D7_1028200,Q8IJC2
283.356,142.855,140.776,261.605,265.641,227.508,106.475,75.543,78.651,65.527,96.05945,8.917,14.927,8.613,3.6011,0.564,-2.62,155,1333.33619,0,0,0,sp|Q99848|EBP2_HUMAN,PF3D7_1028300,Q8IJC1
218.635,246.671,199.706,281.799,295.03,253.624,153.283,114.2,99.534,80.326,110.1478,115.462,120.372,50.809,162.7519,0.167,-2.764,170,1014.47619,4,2.41,0.065,sp|Q9H7B2|RPF2_HUMAN,PF3D7_1028400,Q8IJC0
69.89,83.876,108.565,144.524,147.766,116.131,115.277,90.701,86.238,72.979,76.2744,184.624,220.647,324.595,223.5609,0.987,-2.54,593,0,5,2.19,0.053,,PF3D7_1028500,Q8IJB9
27.777,17.422,34.976,12.87,5.652,22.473,129.679,196.735,174.125,183.154,142.59335,290.488,366.62,142.142,295.027,0.204,-2.708,60,0,0,0,0,,PF3D7_1028600,Q8IJB8
21.338,37.372,50.692,159.585,21.795,33.149,152.51,414.719,685.927,1823.7,1513.6293,389.78,254.529,194.205,9.2814,1,-1.824,419,0,3,12.29,0.645,,PF3D7_1028700,Q8IJB7
165.912,198.641,236.162,16.382,7.047,55.972,170.06,234.357,190.843,204.081,168.56575,216.117,142.507,136.045,46.5741,0.996,-2.019,29,0,0,0,0,,PF3D7_1028800,Q8IJB6
0,1.061,19.939,11.982,2.292,0.368,8.285,36.394,95.21,199.225,151.16035,105.152,163.984,199.282,171.8086,0.758,-2.189,159,0,0,0,0,,PF3D7_1028900,Q8IJB5
23.722,27.354,18.637,,,,,,,,,,,,,1,-0.195,,0,,,,,PF3D7_1029000,
12.185,15.794,4.938,1.244,9.176,43.134,29.726,19.908,17.659,13.397,12.12235,13.235,22.234,7.916,65.4706,0.129,-3.073,843,0,20,12.38,0.649,,PF3D7_1029100,Q8IJB4
54.43,123.359,66.203,128.622,81.336,60.216,28.741,17.382,14.805,14.152,16.3119,144.48,83.1,94.182,87.554,0.143,-2.861,264,0,10,24.21,0.896,,PF3D7_1029200,Q8IJB3
60.901,112.892,106.159,12.731,25.821,141.716,124.029,67.453,83.003,47.724,35.78285,134.849,97.283,76.847,60.8555,0.174,-2.635,417,0,10,3.89,0.153,,PF3D7_1029300,Q8IJB2
15.115,12.316,28.357,109.228,137.215,131.369,112.9,109.88,114.194,114.83,66.70315,75.223,46.705,63.437,80.2617,0.141,-2.582,95,0,7,4.21,0.172,,PF3D7_1029400,Q8IJB1
0,328.549,372.343,3.938,0.485,0,1.793,5.169,2.228,4.683,1.4257,0,4.21,0,0,1,-2.542,87,0,0,0,0,,PF3D7_1029500,Q8IJB0
1018.391,1236.083,904.834,2296.445,1458.303,3574.882,3879.124,1942.15,1467.093,1075.697,648.62865,82.642,81.576,54.989,103.0468,0.121,-2.967,74,2479.518256,1,20.38,0.854,sp|P00813|ADA_HUMAN,PF3D7_1029600,Q8IJA9
0,0.074,0.698,1.014,0.439,1.707,4.865,16.903,11.881,17.389,18.92275,258.348,366.64,74.583,114.6878,0.127,-2.952,277,0,9,4.46,0.189,,PF3D7_1029700,Q8IJA8
1.021,41.392,24.331,6.529,15.965,130.524,201.313,215.069,203.887,140.647,89.2306,47.004,73.747,118.52,35.5684,0.12,-2.952,108,0,7,6.8,0.348,,PF3D7_1029800,Q8IJA7
0,1.526,8.375,28.382,7.725,10.65,303.56,1057.756,1409.232,880.854,1034.1164,293.302,331.716,289.047,2458.9583,1,-1.826,638,0,24,23.39,0.888,,PF3D7_1029900,Q8IJA6
0,4.788,3.578,427.547,287.4,222.933,249.508,335.686,310.642,362.495,316.71305,464.209,380.717,421.404,269.8362,0.121,-2.724,38,3007.5,0,0,0,sp|P63272|SPT4H_HUMAN,PF3D7_1030000,Q8IJA5
21.503,55.892,48.056,244.13,219.718,229.255,263.57,289.104,264.336,206.881,195.6696,697.189,536.87,561.964,574.33,0.138,-2.78,221,2612.413643,17,12.61,0.656,sp|O60231|DHX16_HUMAN,PF3D7_1030100,Q8IJA4
3.183,3.194,2.013,56.091,8.915,3.128,24.234,190.501,344.514,773.587,592.2912,101.514,148.539,249.407,222.4137,0.993,-1.904,118,0,3,9.23,0.494,,PF3D7_1030200,Q8IJA3
2.35,13.22,14.551,223.59,43.502,33.96,55.052,104.96,128.121,198.191,320.13465,67.248,104.132,134.497,59.5325,0.494,-2.461,960,0,0,0,0,,PF3D7_1030300,Q8IJA2
118.314,102.045,108.474,36.827,23.997,16.392,18.93,51.036,28.887,40.982,33.1284,0,5.744,33.507,0,1,-0.726,145,0,4,14.37,0.72,,PF3D7_1030400,Q8IJA1
607.481,1162.245,1357.468,159.281,203.765,237.235,270.3,228.778,183.61,172.377,93.4798,50.953,33.861,23.774,103.6385,0.209,-3.366,101,2264.658015,3,5.84,0.285,sp|Q9UNM6|PSD13_HUMAN,PF3D7_1030500,Q8IJA0
43.429,269.95,384.539,192.532,188.415,190.663,179.186,151.705,123.034,81.275,62.76035,56.289,30.724,33.221,12.7933,0.912,-2.195,198,1806,6,36.48,0.956,sp|Q9NPF4|OSGEP_HUMAN,PF3D7_1030600,Q8IJ99
262.449,181.268,162.053,147.577,134.366,99.796,60.891,51.635,24.811,32.512,24.66015,45.573,28.07,40.82,62.423,0.126,-2.759,89,0,2,4.02,0.161,,PF3D7_1030700,Q8IJ98
1.67,4.794,11.033,13.673,7.525,3.797,43.254,113.892,114.352,130.741,96.61445,77.111,118.053,83.286,54.222,0.343,-3.035,80,1132.075472,1,8.08,0.43,tr|B1AKR1|B1AKR1_HUMAN,PF3D7_1030800,Q8IJ97
0,20.843,61.098,26.357,3.911,22.577,72.219,173.797,134.045,219.88,253.3928,1892.668,1876.402,1538.62,1351.6785,0.12,-2.91,91,0,4,5.26,0.246,,PF3D7_1030900,Q8IJ96
0,4.039,18.971,16.655,9.825,8.335,21.078,66.658,53.641,73.659,116.51395,7869.487,15225.066,15967.242,6431.9009,1,0.688,32,2488.453917,4,7.81,0.414,tr|A0A7P0TA56|A0A7P0TA56_HUMAN,PF3D7_1031000,Q7KQL2
0,9.626,20.161,11.272,32.011,32.237,23.828,33.74,39.774,42.995,31.18375,67.869,82.911,108.95,20.9728,0.31,-3.299,125,0,1,1.59,0.025,,PF3D7_1031100,Q8IJ95
0,2.591,9.995,10.976,8.508,4.595,21.687,187.338,176.578,271.208,260.96275,451.55,543.503,1188.043,501.6053,0.36,-2.529,62,2527.469505,8,4.76,0.21,sp|B2RC85|R10B2_HUMAN,PF3D7_1031200,Q8IJ93
0,17.208,28.972,6.921,34.293,27.087,44.954,75.793,67.002,62.61,49.38955,126.132,128.636,160.635,167.8198,1,0.706,548,0,3,1.43,0.018,,PF3D7_1031300,Q8IJ92
0.859,2.161,2.993,8.578,4.328,6.436,25.877,78.776,98.068,165.607,121.3337,177.075,159.66,116.678,438.8006,1,0.676,522,575.6963753,7,4.95,0.223,sp|Q5T2D3|OTUD3_HUMAN,PF3D7_1031400,A0A144A039
31.958,53.045,79.455,114.246,89.153,87.139,169.99,229.015,171.718,152.305,104.1349,483.337,445.874,325.805,318.2925,1,-1.988,410,1570.350709,6,8.69,0.465,tr|A0A2R8Y5G6|A0A2R8Y5G6_HUMAN,PF3D7_1031500,Q8IJ90
97.205,67.737,78.405,76.253,140.513,132.115,170.011,197.523,222.428,97.249,90.2102,92.479,62.788,52.633,47.0419,0.151,-2.767,557,0,5,11.84,0.628,,PF3D7_1031600,Q8IJ89
170.885,114.353,149.973,27.73,45.026,99.81,213.372,316.57,276.9,257.678,157.26775,56.735,48.177,55.952,6.6201,0.996,0,46,1982.772414,0,0,0,sp|O60927|PP1RB_HUMAN,PF3D7_1031700,Q8IJ88
4.353,25.673,43.815,6.502,2.517,24.458,117.818,247.965,196.598,167.586,116.4358,62.734,76.895,94.34,2.5848,0.966,-2.634,168,0,6,9.16,0.49,,PF3D7_1031800,Q8IJ87
0,3.409,5.149,2.545,4.946,39.708,49.251,54.512,34.431,26.813,26.73215,78.029,95.716,89.749,29.0295,1,-2.329,260,0,15,19.32,0.838,,PF3D7_1031900,C6S3D9
34.072,64.972,77.886,9.641,8.947,50.352,91.279,78.598,60.777,44.031,27.91355,260.201,459.885,646.237,314.1031,0.158,-2.8,324,0,3,2.16,0.051,,PF3D7_1032000,Q8IJ86
39.145,63.228,66.769,195.803,144.606,97.175,96.211,96.838,91.777,95.188,119.84345,714.854,565.146,305.628,492.688,1,-0.17,1696,310.9294118,4,2.56,0.072,sp|Q9NPI6|DCP1A_HUMAN,PF3D7_1032100,Q8IJ85
0,29.048,55.171,6.086,4.987,12.757,17.791,10.681,12.985,8.776,14.02055,127.141,79.408,113.151,61.0391,0.189,-3.371,68,0,0,0,0,,PF3D7_1032200,C6S3E0
45.194,43.387,50.304,5.093,17.72,64.198,73.055,76.242,53.899,46.621,35.87225,163.443,253.48,133.501,35.9716,0.119,-2.997,517,0,20,8.23,0.438,,PF3D7_1032300,Q8IJ84
11.201,89.232,87.814,12.325,8.653,111.455,293.084,306.645,204.316,165.332,108.1822,133.367,103.214,120.297,300.8691,0.798,-2.212,42,4446.836443,5,9.8,0.527,sp|P37287|PIGA_HUMAN,PF3D7_1032400,Q8IJ83
397.692,656.545,424.872,48.612,68.885,95.99,214.733,242.394,131.226,132.73,64.2637,255.527,208.143,127.612,117.6225,0.592,-2.35,35,2243.307985,4,9.73,0.523,sp|Q9GZP9|DERL2_HUMAN,PF3D7_1032500,Q8IJ82
34.128,116.784,129.447,7.887,15.389,13.294,26.843,27.955,16.25,15.323,7.22495,58.675,67.418,115.695,8.3404,0.992,-2.219,137,1542.886286,3,3.3,0.116,tr|A0A087WXU0|A0A087WXU0_HUMAN,PF3D7_1032600,Q8IJ81
13.65,30.608,59.393,109.118,127.589,110.589,162.949,274.48,294.724,196.787,196.82105,36.002,37.481,47.199,1.2895,0.423,-3.485,161,0,3,14.27,0.717,,PF3D7_1032700,Q8IJ80
33.627,58.304,76.719,5.293,7.641,54.179,82.249,91.354,59.271,60.813,23.48215,17.783,18.871,16.299,0,0.129,-2.804,58,4045.276699,2,2.52,0.07,sp|Q15435|PP1R7_HUMAN,PF3D7_1032800,C6S3E1
7.037,29.027,28.397,49.483,47.255,34.455,23.577,17.6,20.939,17.763,15.43055,6.897,13.27,9.127,49.661,0.12,-3.103,1651,0,46,21.03,0.865,,PF3D7_1032900,Q8IJ79
40.65,58.799,94.109,56.906,55.66,65.036,99.172,131.971,141.921,75.934,72.939,281.75,137.016,167.548,256.6169,0.121,-3.132,260,0,4,2.02,0.044,,PF3D7_1033000,Q8IJ78
459.19,262.223,214.419,1885.264,2069.188,2261.03,2067.311,1524.346,2256.743,1466.545,1956.36925,268.21,314.332,464.136,396.4221,0.18,-2.799,3107,815.8968619,23,14.62,0.728,sp|P11926|DCOR_HUMAN,PF3D7_1033100,Q8IJ77
8.034,74.482,85.302,90.309,620.02,354.22,461.112,321.63,343.308,240.877,193.9141,118.432,158.705,112.577,400.306,1,-1.511,249,0,0,0,0,,PF3D7_1033200,Q8IJ76
96.573,64.427,95.503,77.958,203.105,287.919,169.198,101.27,76.77,62.654,37.1821,37.475,25.347,14.61,42.0512,0.151,-2.963,27,0,0,0,0,,PF3D7_1033300,Q8IJ75
365.217,499.394,386.798,1313.208,2341.397,2498.935,1013.802,474.584,337.566,217.989,212.80405,62.15,54.07,7.005,55.0135,0.767,-2.311,59,0,2,5.64,0.271,,PF3D7_1033400,Q8IJ74
55.301,40.285,71.878,161.33,144.717,116.267,130.938,151.787,130.468,99.902,69.68175,152.279,261.887,275.619,171.9011,1,-1.143,296,944.9764457,6,22.11,0.877,sp|Q9NW82|WDR70_HUMAN,PF3D7_1033500,Q8IJ73
125.958,185.449,170.006,376.763,361.467,268.533,258.937,185.847,142.037,98.368,106.4221,195.623,174.21,172.491,274.2733,0.12,-3.012,401,2218.562623,0,0,0,sp|Q99459|CDC5L_HUMAN,PF3D7_1033600,Q7KQL1
61.871,138.317,162.612,223.576,262.278,245.424,214.504,152.937,118.386,78.429,75.93635,183.961,249.887,394.724,115.7022,0.169,-3.254,92,1106.542623,4,7.62,0.402,sp|Q9ULH0|KDIS_HUMAN,PF3D7_1033700,Q8IJ72
0,0.096,22.237,0.906,0.718,1.38,6.287,39.214,17.265,26.092,17.81675,669.823,967.398,1439.352,106.2172,0.141,-2.891,207,2133.337778,3,18.57,0.825,sp|P20142|PEPC_HUMAN,PF3D7_1033800,Q8IJ71
15.698,55.246,129.329,26.489,8.411,10.289,175.934,437.988,339.122,254.768,195.00555,1137.454,1176.084,808.199,1947.211,0.943,-2.173,12,4554.949738,0,0,0,sp|P62256|UBE2H_HUMAN,PF3D7_1033900,Q8IJ70
45.75,134.257,120.998,143.95,135.919,108.153,159.649,203.965,180.969,122.603,91.79625,91.799,141.421,143.286,11.1754,0.144,-3.254,142,3092.044193,10,9.88,0.531,tr|A0A7I2V5Z4|A0A7I2V5Z4_HUMAN,PF3D7_1034000,Q8IJ69
55.846,32.463,34.053,0.531,0.11,3.883,8.272,11.88,5.719,7.39,1.33425,43.33,74.595,30.022,2.0772,0.193,-2.731,26,0,1,2.13,0.049,,PF3D7_1034100,C6S3E2
115.409,324.349,274.473,1.498,3.371,31.542,78.982,117.187,88.148,58.256,32.64925,164.771,240.031,260.998,127.5974,0.492,-2.25,81,1308.416822,0,0,0,sp|Q9P0M9|RM27_HUMAN,PF3D7_1034200,Q8IJ68
4.747,7.662,5.902,0.116,0.163,0.5,0.727,3.562,3.526,3.74,2.91435,112.149,152.711,177.847,70.822,0.869,-2.634,251,0,6,3.66,0.138,,PF3D7_1034300,Q8IJ67
