Gene,LD4_1,LD4_2,LD4_3,LD5_1,LD5_2,LD5_3,LD6_1,LD6_2,LD6_3,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_1012700,2.0,103.0,3.0,39.0,430.0,290.0,1326.0,26056.0,2923.0,1137.0,1316.0,933.0,752.0,621.0,695.0,679.0,613.0,861.0,917.0,1451.0,1333.0,132.0,514.0,360.0,741.0,745.0,746.0,1748.0,1316.0,958.0,1536.0,735.0,1137.0,84.0,185.0,101.0,180.0,46.0,28.0,156.0,149.0,247.0,60.0,3.0,16.0,160.0,112.0,37.0,0.0
PF3D7_1012800,0.0,12.0,0.0,40.0,112.0,82.0,176.0,5360.0,626.0,245.0,288.0,462.0,300.0,464.0,467.0,337.0,245.0,523.0,234.0,458.0,540.0,300.0,284.0,485.0,510.0,452.0,640.0,350.0,371.0,238.0,360.0,197.0,447.0,69.0,187.0,210.0,214.0,452.0,27.0,61.0,90.0,183.0,140.0,152.0,28.0,53.0,68.0,57.0,1.0
PF3D7_1012900,2.0,51.0,2.0,96.0,144.0,521.0,467.0,21505.0,1426.0,1545.0,2194.0,2512.0,3231.0,5299.0,5067.0,3213.0,2410.0,2960.0,1673.0,2544.0,2906.0,3694.0,2558.0,4603.0,4324.0,2779.0,3389.0,2100.0,2560.0,1455.0,3376.0,3186.0,3762.0,30.0,25.0,188.0,229.0,48.0,32.0,107.0,103.0,4.0,148.0,1.0,49.0,118.0,48.0,100.0,32.0
PF3D7_1013000,2.0,9.0,1.0,47.0,19.0,281.0,310.0,2258.0,897.0,526.0,649.0,477.0,343.0,1101.0,727.0,659.0,549.0,1088.0,242.0,533.0,718.0,361.0,480.0,585.0,606.0,426.0,517.0,1019.0,163.0,404.0,234.0,336.0,439.0,141.0,19.0,45.0,56.0,4.0,5.0,103.0,107.0,38.0,108.0,1.0,8.0,158.0,140.0,21.0,0.0
PF3D7_1013100,27.0,87.0,1.0,285.0,121.0,1229.0,2045.0,12155.0,3140.0,746.0,872.0,1401.0,2728.0,3412.0,3182.0,657.0,603.0,1650.0,1105.0,1621.0,1624.0,426.0,740.0,728.0,1861.0,1667.0,2095.0,732.0,1631.0,778.0,3967.0,3037.0,4350.0,214.0,40.0,100.0,71.0,2.0,27.0,123.0,210.0,2.0,61.0,0.0,28.0,414.0,239.0,5.0,0.0
PF3D7_1013200,0.0,14.0,0.0,65.0,64.0,170.0,570.0,6844.0,329.0,1749.0,2016.0,2435.0,714.0,3815.0,3451.0,4031.0,3263.0,4640.0,1309.0,2114.0,2503.0,553.0,2542.0,2174.0,2665.0,2425.0,3348.0,4160.0,1746.0,2792.0,537.0,485.0,885.0,187.0,44.0,210.0,289.0,27.0,51.0,139.0,232.0,31.0,76.0,53.0,32.0,153.0,113.0,129.0,42.0
PF3D7_1013300,34.0,323.0,76.0,651.0,1273.0,2094.0,3920.0,114264.0,11816.0,227.0,122.0,255.0,336.0,583.0,409.0,156.0,76.0,288.0,268.0,348.0,605.0,14.0,75.0,86.0,253.0,305.0,478.0,219.0,185.0,123.0,172.0,239.0,347.0,4.0,7.0,0.0,12.0,10.0,0.0,9.0,4.0,2.0,0.0,0.0,6.0,17.0,14.0,2.0,0.0
PF3D7_1013400,0.0,47.0,0.0,6.0,20.0,58.0,233.0,956.0,126.0,660.0,795.0,1154.0,30.0,61.0,97.0,643.0,703.0,1296.0,281.0,534.0,692.0,129.0,814.0,608.0,30.0,141.0,191.0,682.0,1403.0,888.0,177.0,45.0,109.0,17.0,3.0,86.0,52.0,3.0,1.0,14.0,24.0,22.0,33.0,1.0,7.0,12.0,5.0,3.0,0.0
PF3D7_1013500,6.0,80.0,3.0,166.0,260.0,609.0,840.0,17006.0,3036.0,1313.0,1623.0,1946.0,592.0,1344.0,1312.0,1682.0,1360.0,2053.0,984.0,1801.0,1626.0,231.0,1074.0,795.0,1353.0,1395.0,1636.0,2370.0,1678.0,1347.0,522.0,439.0,839.0,183.0,160.0,159.0,189.0,205.0,27.0,150.0,165.0,145.0,320.0,114.0,34.0,99.0,77.0,289.0,1.0
PF3D7_1013600,6.0,284.0,5.0,314.0,791.0,1463.0,1365.0,68041.0,5652.0,2161.0,2157.0,2255.0,22.0,329.0,379.0,1051.0,1177.0,2634.0,1798.0,2633.0,3570.0,125.0,917.0,635.0,695.0,1433.0,2192.0,2545.0,1401.0,2237.0,192.0,28.0,239.0,50.0,39.0,150.0,68.0,18.0,8.0,61.0,93.0,13.0,64.0,2.0,12.0,32.0,38.0,227.0,0.0
PF3D7_1013700,0.0,1.0,0.0,4.0,49.0,106.0,124.0,4175.0,570.0,214.0,132.0,392.0,5.0,30.0,67.0,71.0,201.0,290.0,99.0,160.0,178.0,6.0,185.0,99.0,88.0,79.0,90.0,165.0,154.0,115.0,6.0,5.0,11.0,27.0,14.0,63.0,85.0,1558.0,4.0,70.0,41.0,22.0,22.0,0.0,24.0,110.0,86.0,54.0,0.0
PF3D7_1013800,8.0,12.0,0.0,3.0,21.0,96.0,196.0,1436.0,251.0,3915.0,4367.0,3915.0,83.0,62.0,86.0,8027.0,6903.0,7128.0,406.0,1012.0,1688.0,762.0,8653.0,3688.0,122.0,300.0,350.0,10101.0,3257.0,7720.0,644.0,141.0,308.0,1.0,2.0,0.0,7.0,34.0,2.0,8.0,1.0,2.0,7.0,0.0,6.0,3.0,8.0,1.0,0.0
PF3D7_1013900,4.0,42.0,0.0,69.0,224.0,129.0,811.0,9796.0,586.0,798.0,600.0,1323.0,1562.0,1081.0,1050.0,430.0,345.0,1146.0,639.0,1037.0,1364.0,159.0,328.0,317.0,476.0,512.0,683.0,944.0,597.0,817.0,2175.0,2115.0,2840.0,54.0,44.0,74.0,235.0,30.0,32.0,139.0,192.0,10.0,58.0,0.0,36.0,64.0,67.0,4.0,0.0
PF3D7_1014000,0.0,36.0,1.0,145.0,98.0,219.0,662.0,2762.0,1017.0,232.0,310.0,255.0,14.0,2.0,11.0,389.0,549.0,599.0,191.0,483.0,286.0,65.0,451.0,336.0,14.0,131.0,188.0,361.0,258.0,239.0,39.0,12.0,49.0,47.0,49.0,38.0,24.0,36.0,2.0,60.0,54.0,4.0,31.0,0.0,2.0,44.0,52.0,0.0,0.0
PF3D7_1014100,0.0,0.0,0.0,0.0,6.0,15.0,6.0,136.0,13.0,894.0,1851.0,445.0,186.0,70.0,90.0,16102.0,6829.0,6450.0,8.0,105.0,516.0,1150.0,2995.0,7312.0,9.0,28.0,25.0,10039.0,257.0,4958.0,1578.0,319.0,786.0,19.0,1.0,3.0,14.0,7.0,2.0,4.0,16.0,1.0,33.0,1.0,4.0,16.0,9.0,1.0,1.0
PF3D7_1014200,1.0,13.0,0.0,0.0,43.0,114.0,78.0,1350.0,353.0,63.0,84.0,385.0,3.0,0.0,14.0,100.0,86.0,383.0,2.0,11.0,26.0,22.0,150.0,228.0,0.0,0.0,3.0,121.0,55.0,181.0,12.0,1.0,32.0,27.0,101.0,154.0,103.0,1111.0,3.0,31.0,32.0,93.0,436.0,450.0,68.0,18.0,55.0,834.0,216.0
PF3D7_1014300,27.0,36.0,21.0,123.0,477.0,1239.0,4127.0,22338.0,3669.0,3034.0,2958.0,3346.0,66.0,169.0,264.0,997.0,1098.0,3372.0,2506.0,3142.0,4470.0,136.0,933.0,917.0,590.0,1370.0,2110.0,2971.0,1640.0,3871.0,239.0,57.0,285.0,154.0,169.0,387.0,341.0,28.0,30.0,391.0,417.0,114.0,462.0,37.0,27.0,128.0,258.0,764.0,0.0
PF3D7_1014400,0.0,15.0,9.0,81.0,74.0,243.0,536.0,4487.0,524.0,336.0,182.0,473.0,1159.0,1373.0,1219.0,167.0,138.0,414.0,539.0,544.0,501.0,73.0,170.0,151.0,1116.0,733.0,881.0,317.0,312.0,244.0,882.0,1183.0,1316.0,28.0,81.0,54.0,33.0,38.0,6.0,14.0,24.0,144.0,228.0,1.0,30.0,42.0,46.0,162.0,0.0
PF3D7_1014500,8.0,12.0,7.0,13.0,46.0,77.0,194.0,3361.0,376.0,135.0,245.0,371.0,258.0,416.0,322.0,129.0,103.0,417.0,184.0,301.0,309.0,55.0,116.0,111.0,156.0,177.0,325.0,211.0,248.0,219.0,510.0,291.0,500.0,28.0,3.0,38.0,24.0,10.0,1.0,17.0,47.0,6.0,17.0,2.0,1.0,8.0,8.0,7.0,0.0
PF3D7_1014600,81.0,113.0,12.0,294.0,665.0,1643.0,5445.0,17227.0,6055.0,11680.0,8951.0,14859.0,8557.0,17457.0,14048.0,7711.0,10739.0,16791.0,8979.0,10904.0,17090.0,4367.0,10908.0,7505.0,10129.0,7441.0,9758.0,13820.0,6232.0,21411.0,11234.0,7032.0,12422.0,594.0,232.0,772.0,1293.0,82.0,156.0,942.0,1288.0,153.0,1095.0,14.0,231.0,494.0,738.0,2005.0,0.0
PF3D7_1014700,356.0,3255.0,0.0,2704.0,7673.0,15277.0,16147.0,154145.0,37780.0,470.0,224.0,1088.0,318.0,2659.0,2912.0,169.0,196.0,702.0,1178.0,1225.0,930.0,48.0,252.0,248.0,4284.0,2975.0,2393.0,279.0,415.0,375.0,51.0,104.0,223.0,198.0,103.0,384.0,350.0,96.0,44.0,278.0,294.0,47.0,463.0,159.0,37.0,229.0,141.0,382.0,0.0
PF3D7_1014800,0.0,0.0,0.0,0.0,19.0,42.0,571.0,4745.0,657.0,556.0,214.0,962.0,8.0,7.0,12.0,129.0,153.0,621.0,143.0,226.0,326.0,13.0,193.0,100.0,9.0,39.0,121.0,301.0,202.0,313.0,13.0,6.0,32.0,20.0,1.0,141.0,113.0,1.0,6.0,36.0,35.0,11.0,175.0,5.0,16.0,11.0,4.0,150.0,0.0
PF3D7_1014900,0.0,0.0,0.0,36.0,169.0,322.0,1111.0,5403.0,1647.0,5287.0,4665.0,3866.0,79.0,72.0,132.0,4458.0,4431.0,7892.0,248.0,1310.0,3709.0,341.0,3151.0,2246.0,125.0,197.0,346.0,10547.0,1414.0,10415.0,631.0,102.0,394.0,573.0,27.0,0.0,82.0,17.0,59.0,752.0,881.0,64.0,17.0,0.0,40.0,853.0,811.0,172.0,2.0
PF3D7_1015000,15.0,17.0,4.0,62.0,103.0,176.0,534.0,8369.0,1176.0,334.0,367.0,588.0,89.0,236.0,290.0,581.0,458.0,932.0,122.0,311.0,406.0,37.0,335.0,321.0,338.0,286.0,313.0,862.0,274.0,314.0,60.0,43.0,110.0,62.0,77.0,20.0,69.0,23.0,0.0,99.0,118.0,49.0,54.0,0.0,12.0,78.0,79.0,50.0,0.0
PF3D7_1015100,1.0,17.0,9.0,28.0,51.0,110.0,335.0,3026.0,450.0,831.0,867.0,973.0,480.0,702.0,716.0,491.0,460.0,913.0,519.0,964.0,1129.0,81.0,451.0,375.0,510.0,525.0,622.0,1018.0,880.0,523.0,592.0,447.0,705.0,139.0,60.0,26.0,89.0,19.0,21.0,79.0,96.0,30.0,44.0,14.0,9.0,116.0,81.0,0.0,0.0
PF3D7_1015200,314.0,3017.0,21.0,4905.0,7468.0,11204.0,10432.0,137480.0,54842.0,887.0,796.0,1890.0,2230.0,3324.0,3469.0,416.0,493.0,1443.0,1581.0,1851.0,1928.0,227.0,523.0,563.0,3217.0,2437.0,2815.0,569.0,1581.0,680.0,1942.0,1732.0,2433.0,68.0,22.0,54.0,126.0,177.0,8.0,106.0,83.0,18.0,36.0,65.0,18.0,74.0,63.0,0.0,0.0
PF3D7_1015300,63.0,1839.0,45.0,824.0,6043.0,7536.0,4206.0,77984.0,25168.0,514.0,587.0,1431.0,2356.0,3518.0,3357.0,330.0,345.0,1090.0,1233.0,1444.0,1087.0,185.0,455.0,477.0,3230.0,2058.0,2302.0,374.0,1556.0,574.0,2565.0,2218.0,3026.0,115.0,36.0,277.0,153.0,69.0,14.0,83.0,100.0,121.0,263.0,48.0,46.0,87.0,93.0,109.0,1.0
PF3D7_1015400,41.0,101.0,1.0,1063.0,1015.0,3288.0,4930.0,145352.0,10901.0,1665.0,1459.0,2852.0,51.0,321.0,378.0,789.0,806.0,2343.0,1410.0,2275.0,2806.0,61.0,745.0,479.0,880.0,1335.0,1755.0,1936.0,1891.0,1377.0,194.0,45.0,274.0,57.0,38.0,72.0,147.0,0.0,1.0,80.0,114.0,13.0,82.0,1.0,12.0,87.0,56.0,0.0,0.0
PF3D7_1015500,0.0,57.0,0.0,12.0,46.0,213.0,414.0,2524.0,296.0,500.0,299.0,1077.0,26.0,285.0,250.0,299.0,233.0,833.0,303.0,463.0,537.0,27.0,232.0,197.0,433.0,416.0,507.0,560.0,492.0,366.0,62.0,20.0,54.0,10.0,40.0,40.0,52.0,119.0,9.0,36.0,10.0,30.0,12.0,178.0,12.0,7.0,7.0,0.0,20.0
PF3D7_1015600,69.0,935.0,37.0,890.0,2219.0,4843.0,3781.0,30896.0,10491.0,1768.0,2037.0,3111.0,374.0,6867.0,7704.0,817.0,1074.0,2998.0,4326.0,5139.0,4167.0,141.0,958.0,941.0,11126.0,8912.0,9042.0,1635.0,4083.0,1745.0,167.0,99.0,347.0,483.0,73.0,377.0,468.0,26.0,64.0,315.0,387.0,17.0,365.0,108.0,103.0,403.0,314.0,315.0,0.0
PF3D7_1015700,0.0,0.0,0.0,57.0,248.0,656.0,1567.0,11781.0,1933.0,149.0,207.0,229.0,7.0,45.0,71.0,77.0,122.0,356.0,219.0,431.0,383.0,10.0,95.0,83.0,140.0,372.0,502.0,226.0,354.0,242.0,23.0,9.0,32.0,1.0,0.0,26.0,16.0,16.0,4.0,6.0,8.0,8.0,38.0,1.0,22.0,13.0,8.0,1.0,1.0
PF3D7_1015800,71.0,1095.0,0.0,584.0,1432.0,4227.0,9276.0,95123.0,10330.0,6474.0,5602.0,7080.0,100.0,407.0,757.0,1948.0,2438.0,5473.0,4350.0,7051.0,8967.0,271.0,2024.0,1487.0,1676.0,3808.0,4624.0,5090.0,5864.0,2988.0,275.0,112.0,444.0,134.0,109.0,305.0,284.0,102.0,6.0,141.0,138.0,58.0,297.0,248.0,23.0,82.0,71.0,251.0,3.0
PF3D7_1015900,49.0,2660.0,179.0,1521.0,6424.0,16840.0,9698.0,89555.0,26109.0,24479.0,18817.0,50379.0,95905.0,101439.0,123675.0,10813.0,8173.0,34483.0,56482.0,94133.0,49882.0,5515.0,9225.0,10804.0,115829.0,131684.0,111956.0,16089.0,38649.0,17045.0,43815.0,100957.0,103588.0,161.0,89.0,1762.0,871.0,11453.0,70.0,205.0,190.0,63.0,1682.0,196.0,158.0,105.0,102.0,604.0,10.0
PF3D7_1016000,15.0,23.0,0.0,40.0,60.0,163.0,192.0,1789.0,372.0,270.0,818.0,467.0,68.0,70.0,55.0,3110.0,2067.0,1940.0,78.0,314.0,252.0,521.0,1598.0,2015.0,83.0,152.0,234.0,1801.0,740.0,1032.0,470.0,98.0,236.0,118.0,48.0,349.0,78.0,42.0,20.0,109.0,175.0,19.0,366.0,264.0,35.0,169.0,127.0,379.0,0.0
PF3D7_1016100,0.0,0.0,0.0,3.0,17.0,23.0,25.0,505.0,60.0,13.0,7.0,30.0,6.0,9.0,18.0,55.0,40.0,45.0,1.0,12.0,13.0,11.0,28.0,62.0,9.0,10.0,21.0,43.0,6.0,15.0,70.0,4.0,48.0,1.0,3.0,25.0,5.0,26.0,4.0,19.0,18.0,11.0,6.0,16.0,7.0,4.0,16.0,4.0,1.0
PF3D7_1016200,5.0,87.0,2.0,111.0,238.0,314.0,593.0,18750.0,895.0,304.0,301.0,725.0,936.0,1586.0,1142.0,621.0,319.0,917.0,257.0,510.0,599.0,198.0,283.0,444.0,751.0,644.0,1013.0,746.0,353.0,289.0,1545.0,1373.0,1639.0,16.0,4.0,86.0,61.0,6.0,16.0,50.0,58.0,3.0,53.0,0.0,12.0,3.0,26.0,29.0,2.0
PF3D7_1016300,0.0,58.0,0.0,346.0,1257.0,2273.0,12136.0,126154.0,26440.0,53948.0,102291.0,108803.0,62380.0,55521.0,58320.0,22780.0,22157.0,85267.0,113942.0,150209.0,130804.0,3917.0,26389.0,25685.0,83350.0,127190.0,151657.0,39555.0,300734.0,85115.0,19568.0,79350.0,90494.0,174.0,78.0,4432.0,1285.0,109.0,81.0,150.0,234.0,29.0,5865.0,90.0,150.0,68.0,230.0,5999.0,59.0
PF3D7_1016400,29.0,828.0,125.0,720.0,2277.0,5509.0,3352.0,63535.0,12839.0,2206.0,1602.0,4275.0,8250.0,21846.0,19737.0,1171.0,820.0,2874.0,5042.0,4820.0,6057.0,617.0,1132.0,1352.0,15433.0,9040.0,9267.0,1478.0,2554.0,1369.0,8087.0,6499.0,10057.0,54.0,77.0,282.0,167.0,1349.0,40.0,59.0,71.0,70.0,163.0,288.0,23.0,72.0,22.0,272.0,0.0
PF3D7_1016500,0.0,0.0,0.0,19.0,68.0,165.0,659.0,1627.0,498.0,61.0,166.0,289.0,163.0,99.0,97.0,82.0,146.0,433.0,46.0,98.0,84.0,55.0,218.0,197.0,22.0,23.0,53.0,169.0,413.0,234.0,174.0,139.0,287.0,40.0,4.0,52.0,46.0,6.0,10.0,52.0,49.0,37.0,116.0,50.0,32.0,27.0,24.0,35.0,0.0
PF3D7_1016600,0.0,109.0,1.0,55.0,211.0,545.0,1451.0,17434.0,2578.0,217.0,470.0,243.0,992.0,180.0,260.0,319.0,230.0,484.0,102.0,358.0,458.0,307.0,286.0,339.0,53.0,70.0,88.0,411.0,907.0,160.0,1464.0,1280.0,1471.0,48.0,0.0,4.0,14.0,0.0,0.0,2.0,18.0,1.0,26.0,0.0,0.0,16.0,4.0,0.0,0.0
PF3D7_1016700,7.0,27.0,0.0,21.0,174.0,205.0,465.0,2108.0,295.0,142.0,268.0,578.0,2318.0,10435.0,7618.0,2442.0,1695.0,1140.0,148.0,258.0,183.0,7262.0,2623.0,4659.0,3164.0,1158.0,1239.0,405.0,440.0,455.0,9749.0,2976.0,5148.0,128.0,2.0,0.0,87.0,4.0,11.0,117.0,80.0,0.0,91.0,1.0,46.0,102.0,56.0,24.0,0.0
PF3D7_1016800,1.0,25.0,0.0,10.0,42.0,191.0,338.0,1264.0,225.0,141.0,834.0,194.0,2017.0,778.0,874.0,11411.0,3973.0,1983.0,46.0,217.0,103.0,11506.0,3932.0,13801.0,279.0,106.0,134.0,1756.0,612.0,677.0,14499.0,3895.0,5161.0,50.0,53.0,113.0,69.0,53.0,1.0,24.0,46.0,21.0,31.0,0.0,5.0,17.0,20.0,84.0,0.0
PF3D7_1016900,3.0,32.0,4.0,61.0,117.0,318.0,3301.0,6437.0,1291.0,2999.0,8601.0,3434.0,610.0,728.0,995.0,3503.0,4628.0,10705.0,1664.0,4927.0,3916.0,658.0,5123.0,6396.0,589.0,1189.0,1364.0,4240.0,11902.0,3159.0,1017.0,505.0,1459.0,408.0,543.0,1721.0,2182.0,89.0,182.0,569.0,660.0,104.0,1146.0,25.0,105.0,129.0,114.0,166.0,1.0
PF3D7_1017000,11.0,214.0,27.0,336.0,678.0,1351.0,1978.0,30705.0,6665.0,2473.0,1514.0,4547.0,32.0,954.0,1045.0,998.0,1134.0,3558.0,3119.0,3899.0,4686.0,230.0,1232.0,1102.0,2469.0,2901.0,3894.0,1934.0,2416.0,2039.0,185.0,49.0,217.0,128.0,53.0,474.0,179.0,633.0,46.0,83.0,106.0,33.0,1292.0,4.0,42.0,202.0,123.0,1615.0,0.0
PF3D7_1017100,8.0,0.0,0.0,13.0,20.0,69.0,150.0,1011.0,217.0,3298.0,2816.0,2333.0,73.0,34.0,105.0,5590.0,3779.0,4607.0,469.0,1228.0,2348.0,392.0,2805.0,1754.0,137.0,371.0,519.0,8527.0,1431.0,2089.0,418.0,102.0,278.0,4.0,0.0,10.0,31.0,28.0,5.0,10.0,11.0,1.0,10.0,0.0,0.0,4.0,2.0,21.0,0.0
PF3D7_1017200,0.0,21.0,0.0,20.0,71.0,68.0,97.0,2677.0,375.0,462.0,293.0,627.0,7.0,26.0,37.0,248.0,294.0,665.0,274.0,413.0,426.0,32.0,226.0,223.0,114.0,193.0,225.0,484.0,276.0,333.0,37.0,10.0,31.0,17.0,15.0,0.0,13.0,154.0,5.0,35.0,9.0,51.0,4.0,50.0,23.0,30.0,36.0,50.0,50.0
PF3D7_1017300,0.0,9.0,3.0,37.0,77.0,119.0,130.0,4873.0,655.0,963.0,1379.0,1411.0,137.0,856.0,704.0,1945.0,1490.0,2087.0,780.0,1038.0,1100.0,276.0,1269.0,1037.0,1085.0,811.0,1076.0,2235.0,1722.0,1470.0,296.0,205.0,344.0,2952.0,547.0,686.0,871.0,66.0,244.0,2680.0,2550.0,438.0,523.0,1.0,313.0,3633.0,3300.0,774.0,12.0
PF3D7_1017400,1.0,50.0,10.0,46.0,213.0,253.0,257.0,5840.0,1599.0,1463.0,1558.0,2091.0,6227.0,5352.0,5711.0,2956.0,4927.0,2305.0,1352.0,2034.0,1932.0,2376.0,4779.0,2549.0,2622.0,1594.0,1425.0,1490.0,2099.0,1220.0,2130.0,5243.0,5670.0,1305.0,411.0,449.0,788.0,363.0,164.0,960.0,1314.0,179.0,230.0,92.0,93.0,1394.0,1039.0,28.0,25.0
PF3D7_1017500,0.0,0.0,0.0,12.0,34.0,53.0,179.0,1667.0,187.0,627.0,1614.0,435.0,278.0,183.0,198.0,14160.0,7498.0,3124.0,77.0,199.0,204.0,5005.0,4711.0,7386.0,110.0,147.0,105.0,5262.0,676.0,2143.0,1944.0,376.0,679.0,282.0,35.0,57.0,170.0,280.0,30.0,140.0,146.0,31.0,161.0,186.0,43.0,234.0,158.0,474.0,0.0
PF3D7_1017600,9.0,196.0,0.0,191.0,294.0,856.0,2369.0,24056.0,3373.0,5303.0,9856.0,8801.0,9535.0,10463.0,10207.0,3255.0,3765.0,7832.0,5314.0,8018.0,7002.0,2429.0,6643.0,5589.0,6475.0,6094.0,6911.0,4567.0,19948.0,10539.0,14268.0,9508.0,11478.0,28.0,75.0,8.0,47.0,11.0,8.0,24.0,41.0,57.0,58.0,1.0,17.0,36.0,9.0,5.0,1.0
PF3D7_1017700,6.0,14.0,0.0,11.0,38.0,323.0,548.0,2427.0,540.0,704.0,990.0,803.0,267.0,372.0,345.0,537.0,715.0,905.0,201.0,535.0,463.0,131.0,1069.0,472.0,353.0,241.0,294.0,827.0,1163.0,1083.0,304.0,150.0,326.0,102.0,147.0,143.0,162.0,46.0,21.0,127.0,128.0,160.0,171.0,41.0,71.0,110.0,129.0,76.0,25.0
PF3D7_1017800,1.0,42.0,0.0,47.0,55.0,589.0,387.0,6115.0,608.0,577.0,650.0,964.0,546.0,1231.0,850.0,347.0,352.0,983.0,360.0,662.0,842.0,63.0,528.0,408.0,876.0,544.0,801.0,759.0,620.0,710.0,417.0,493.0,697.0,159.0,233.0,344.0,166.0,180.0,25.0,262.0,172.0,632.0,139.0,248.0,60.0,283.0,296.0,412.0,122.0
PF3D7_1017900,14.0,60.0,28.0,271.0,372.0,701.0,2502.0,25620.0,3968.0,2222.0,1877.0,2010.0,1931.0,3073.0,2718.0,1616.0,1101.0,2849.0,2210.0,3091.0,4400.0,293.0,1030.0,859.0,2292.0,2123.0,2520.0,3374.0,2080.0,1799.0,1358.0,1575.0,2372.0,343.0,87.0,126.0,157.0,17.0,11.0,278.0,192.0,93.0,488.0,34.0,24.0,315.0,229.0,34.0,0.0
PF3D7_1018000,0.0,13.0,0.0,18.0,32.0,67.0,338.0,3284.0,153.0,471.0,247.0,548.0,107.0,341.0,332.0,156.0,114.0,340.0,402.0,510.0,372.0,34.0,144.0,139.0,418.0,297.0,327.0,362.0,256.0,334.0,227.0,86.0,287.0,37.0,29.0,3.0,34.0,35.0,6.0,38.0,22.0,2.0,84.0,6.0,25.0,43.0,38.0,62.0,0.0
PF3D7_1018100,0.0,0.0,0.0,0.0,0.0,1.0,19.0,287.0,22.0,32.0,31.0,39.0,6.0,15.0,19.0,11.0,29.0,18.0,26.0,51.0,28.0,1.0,27.0,9.0,21.0,9.0,5.0,50.0,24.0,49.0,6.0,2.0,6.0,46.0,1.0,182.0,23.0,13.0,0.0,75.0,68.0,0.0,176.0,58.0,7.0,96.0,110.0,58.0,0.0
PF3D7_1018200,0.0,8.0,0.0,11.0,82.0,99.0,282.0,608.0,396.0,7797.0,7805.0,4506.0,94.0,37.0,95.0,6067.0,7940.0,8475.0,188.0,2020.0,5420.0,663.0,6117.0,2593.0,65.0,88.0,148.0,13834.0,5282.0,8683.0,860.0,146.0,413.0,1738.0,82.0,200.0,492.0,28.0,195.0,2356.0,1958.0,91.0,250.0,30.0,234.0,3055.0,3015.0,569.0,0.0
PF3D7_1018300,1.0,177.0,1.0,88.0,289.0,196.0,536.0,4377.0,1436.0,1146.0,1531.0,1513.0,2248.0,2630.0,2353.0,3306.0,2423.0,2049.0,1243.0,1530.0,1773.0,1531.0,2380.0,3133.0,1765.0,1178.0,1498.0,1964.0,1302.0,1825.0,3864.0,1576.0,3029.0,268.0,242.0,506.0,475.0,3186.0,67.0,409.0,557.0,253.0,300.0,34.0,49.0,371.0,386.0,929.0,6.0
PF3D7_1018400,0.0,0.0,0.0,0.0,12.0,19.0,61.0,797.0,138.0,30.0,94.0,14.0,114.0,120.0,109.0,252.0,125.0,188.0,50.0,104.0,61.0,184.0,116.0,254.0,85.0,70.0,71.0,145.0,47.0,58.0,230.0,132.0,186.0,2434.0,453.0,110.0,143.0,31.0,145.0,1853.0,2041.0,124.0,286.0,13.0,204.0,3667.0,2965.0,648.0,56.0
PF3D7_1018500,0.0,54.0,0.0,61.0,112.0,257.0,795.0,5687.0,1273.0,530.0,350.0,604.0,702.0,710.0,756.0,488.0,415.0,571.0,532.0,584.0,660.0,132.0,455.0,316.0,702.0,595.0,567.0,482.0,464.0,339.0,910.0,844.0,855.0,3856.0,970.0,503.0,343.0,487.0,174.0,3010.0,3168.0,2688.0,627.0,257.0,379.0,5830.0,5398.0,1863.0,97.0
PF3D7_1018600,38.0,79.0,37.0,138.0,406.0,1258.0,1669.0,6684.0,2050.0,1852.0,2799.0,1606.0,4674.0,6869.0,5736.0,3040.0,1954.0,3114.0,2108.0,2561.0,1810.0,1546.0,2389.0,3340.0,6848.0,3778.0,3709.0,3653.0,2252.0,3146.0,11207.0,4273.0,6695.0,232.0,120.0,408.0,404.0,125.0,66.0,296.0,318.0,78.0,209.0,117.0,67.0,298.0,273.0,256.0,132.0
PF3D7_1018700,6.0,93.0,0.0,127.0,460.0,1129.0,1778.0,18353.0,4193.0,1069.0,935.0,1344.0,3359.0,4560.0,4714.0,1520.0,975.0,1603.0,945.0,1519.0,1719.0,507.0,940.0,1122.0,3507.0,2125.0,2472.0,1559.0,676.0,982.0,4858.0,5245.0,5992.0,100.0,102.0,96.0,158.0,27.0,47.0,173.0,251.0,52.0,157.0,1.0,36.0,135.0,59.0,65.0,0.0
PF3D7_1018800,2.0,130.0,0.0,127.0,124.0,469.0,1086.0,7878.0,1014.0,411.0,386.0,480.0,247.0,363.0,332.0,449.0,379.0,607.0,328.0,468.0,418.0,188.0,434.0,483.0,471.0,443.0,429.0,522.0,314.0,388.0,648.0,198.0,514.0,818.0,179.0,79.0,151.0,174.0,56.0,630.0,591.0,456.0,126.0,90.0,144.0,1248.0,1140.0,165.0,22.0
