Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_1140200,19.493,60.988,56.738,283.1571,28.622,134.106,281.932,408.933,565.286,597.413,339.011,22.598,19.574,5.782,20.2644
PF3D7_1140300,32.078,13.375,25.626,11.54625,2.154,6.799,16.15,20.552,19.32,20.031,21.886,13.76,28.898,9.314,139.7425
PF3D7_1140400,315.318,11.673,21.03,638.9314999999999,50.516,13.923,7.36,193.322,766.69,996.899,1171.5,13.141,8.008,11.47,0.0
PF3D7_1140500,0.0,0.825,1.373,17.428849999999997,1.484,1.217,8.464,15.109,40.952,33.908,27.015,80.108,73.124,77.223,248.3723
PF3D7_1140600,0.946,1.727,1.063,24.53185,8.018,2.669,0.426,9.922,29.215,44.928,41.381,38.045,55.194,61.176,63.2105
PF3D7_1140700,34.742,41.069,42.692,41.69175,121.228,175.518,123.595,42.46,30.38,41.953,44.048,31.655,34.028,22.333,39.7694
PF3D7_1140800,46.877,78.963,89.836,70.42845,182.572,189.295,146.244,105.01,95.614,92.528,79.946,64.073,55.618,28.942,13.6656
PF3D7_1140900,249.866,31.56,59.61,13.76845,1.55,6.501,27.619,39.093,56.26,37.492,28.767,27.299,25.178,8.042,0.2822
PF3D7_1141000,5.861,88.824,74.439,4.766,1.161,1.401,0.417,2.993,9.904,11.906,10.692,14.065,20.305,20.496,4.6402
PF3D7_1141100,324.953,406.693,114.336,1.3378,1.335,0.889,0.205,0.093,1.17,2.994,2.41,136.384,185.368,236.688,174.4269
PF3D7_1141200,90.819,173.269,287.638,55.144549999999995,3.853,6.274,29.286,80.595,112.492,83.864,87.303,269.82,235.428,310.357,75.1251
PF3D7_1141300,10.979,17.657,49.428,92.3712,6.878,2.501,37.664,152.893,208.217,232.602,134.131,61.993,53.792,79.592,20.9773
PF3D7_1141400,548.902,131.515,163.981,74.7701,5.687,3.624,73.365,220.182,252.388,165.259,129.027,41.094,64.073,27.036,455.2283
PF3D7_1141500,134.493,15.071,28.217,4.32025,0.505,0.726,2.056,5.054,5.647,4.654,5.554,134.548,97.254,18.57,76.4079
PF3D7_1141600,0.0,18.765,25.311,42.668350000000004,7.804,39.125,96.035,144.507,138.761,67.117,63.732,677.303,577.351,440.76,4096.0259
PF3D7_1141700,25.734,15.486,19.692,44.52015,43.282,96.228,142.098,150.664,182.391,135.607,80.73,20.176,32.191,23.557,0.9617
PF3D7_1141800,10.521,2.436,7.355,21.7974,2.259,1.495,1.81,24.891,48.073,51.374,39.786,39.49,53.903,38.66,0.0
PF3D7_1141900,348.382,13.395,3.523,12.91825,0.739,0.522,0.344,2.129,7.644,7.474,8.699,523.8,696.43,765.067,334.215
PF3D7_1142000,40.439,35.113,21.693,9.8457,1.247,3.055,20.876,15.095,17.357,10.712,14.902,59.739,26.774,33.401,0.0
PF3D7_1142100,147.321,68.07,107.432,114.51580000000001,230.477,93.282,35.737,102.94,121.527,156.085,91.852,88.841,71.24,49.413,62.5358
PF3D7_1142200,48.843,55.177,62.338,5.18785,1.206,4.896,21.489,16.852,16.355,8.948,9.593,0.694,0.451,8.29,1.2297
PF3D7_1142300,46.67,30.711,49.315,83.10965,9.381,10.959,34.265,86.829,149.577,139.588,123.561,143.941,142.476,132.212,108.2056
PF3D7_1142400,14.913,58.22,66.81,65.3493,242.505,232.512,207.889,180.034,142.192,113.413,112.416,43.368,55.663,46.15,90.2015
PF3D7_1142500,181.045,223.539,343.451,121.8769,809.755,1217.702,1047.75,609.745,293.578,170.673,127.293,68.558,64.108,41.58,96.645
PF3D7_1142600,502.76,292.79,299.516,503.81539999999995,2328.031,2922.729,2257.019,1359.839,667.949,541.864,397.97,31.097,64.615,56.634,2.498
PF3D7_1142700,120.441,114.736,98.171,47.254599999999996,211.284,205.761,134.714,80.603,73.443,67.23,48.131,123.153,90.913,36.93,56.5135
PF3D7_1142800,17.605,33.609,49.353,33.3774,11.677,27.258,54.697,84.216,98.845,81.573,55.47,57.818,61.356,34.054,6.1945
PF3D7_1142900,12.029,3.937,5.764,27.9302,3.366,0.693,0.81,10.46,28.439,47.244,63.373,18.373,7.914,7.922,0.8077
PF3D7_1143000,685.541,60.632,94.18,46.703900000000004,3.66,1.76,36.49,94.114,134.764,73.447,77.14,110.021,155.226,86.014,425.8053
PF3D7_1143100,120.588,12.466,9.264,475.4053,54.373,6.757,4.33,16.251,84.736,261.374,533.39,577.209,884.922,869.697,528.6698
PF3D7_1143200,45.264,4.915,19.948,124.5694,21.814,24.618,18.871,204.347,292.213,245.195,223.171,45.506,28.837,36.333,0.6381
PF3D7_1143300,251.805,115.584,83.223,141.2869,231.831,307.867,276.881,159.426,177.943,174.249,124.771,107.088,116.074,150.979,236.2376
PF3D7_1143400,306.088,226.391,194.742,153.8647,260.12,353.371,381.25,318.441,290.196,248.812,179.983,101.541,98.84,111.892,159.6375
PF3D7_1143500,15.424,32.313,50.483,42.1165,4.844,2.999,23.666,60.151,62.986,60.436,63.882,31.247,69.233,43.716,23.3116
PF3D7_1143600,33.133,31.412,14.226,85.85915,8.261,2.109,2.479,18.502,75.469,59.763,91.071,83.484,73.698,43.766,194.9391
PF3D7_1143700,19.652,3.366,5.084,19.6295,1.694,0.987,9.447,19.26,31.911,17.338,24.717,87.313,87.394,34.368,243.0452
PF3D7_1143800,22.061,50.826,46.527,190.1996,132.623,134.705,108.094,62.02,67.325,94.831,197.92,51.747,66.553,79.106,141.001
PF3D7_1143900,33.479,37.526,51.278,34.164,28.315,50.504,58.504,47.837,49.9,29.389,41.038,1132.803,859.541,531.403,157.9955
PF3D7_1144000,614.208,370.118,507.593,200.2072,1150.978,1526.487,1352.043,886.886,456.243,317.546,227.268,75.945,134.91,107.251,55.9257
PF3D7_1144100,98.888,320.398,356.815,48.27825,22.143,34.627,125.245,175.93,118.622,87.314,74.492,106.259,214.85,180.74,197.0097
PF3D7_1144200,19.163,39.895,38.28,24.0181,31.223,29.652,21.141,15.05,23.206,21.203,21.682,39.554,75.186,22.659,283.8109
PF3D7_1144300,934.973,161.898,201.639,54.90565,316.177,516.516,494.85,298.77,149.843,93.231,57.532,9.19,13.308,1.484,15.9693
PF3D7_1144400,6.318,14.359,14.957,1.7638500000000001,3.703,0.925,0.49,1.426,3.533,3.175,2.391,76.729,90.014,28.77,408.8152
PF3D7_1144500,451.706,785.351,923.008,16.49505,91.256,53.857,70.773,67.214,38.767,22.608,20.418,27.812,40.299,32.757,10.723
PF3D7_1144600,924.431,879.323,1266.185,57.858450000000005,218.755,206.421,190.104,183.092,158.164,111.247,85.221,173.504,198.393,425.881,148.9927
PF3D7_1144700,20.951,82.334,141.396,61.024699999999996,24.049,16.77,100.672,227.665,247.967,130.798,119.887,111.654,221.086,212.671,164.9967
PF3D7_1144800,15.487,61.137,52.166,24.0968,7.359,2.657,14.108,41.204,73.607,49.225,28.839,142.781,318.892,249.53,247.8512
PF3D7_1144900,106.017,180.16,208.794,80.8092,43.202,58.667,62.904,148.257,187.933,180.894,137.45,123.936,99.48,93.384,42.282
PF3D7_1145000,208.682,45.414,41.682,49.050799999999995,5.828,0.864,6.36,14.074,44.367,51.455,65.903,15.438,6.302,8.066,51.9409
PF3D7_1145100,133.972,190.208,199.996,120.4576,138.817,134.999,104.517,132.987,192.864,185.842,154.699,46.166,52.824,35.775,39.5651
PF3D7_1145200,5.035,2.444,3.595,139.2296,16.592,2.351,0.926,51.816,178.587,340.961,268.2,232.895,552.107,965.561,395.4619
PF3D7_1145300,13.766,15.592,29.466,45.98585,34.872,24.809,27.747,46.093,69.434,58.668,65.437,38.37,37.187,44.914,0.0
PF3D7_1145400,212.781,310.646,269.818,226.97365000000002,107.05,78.304,103.18,299.549,393.496,461.397,348.57,517.415,457.795,789.369,586.1597
PF3D7_1145500,114.012,56.07,51.457,26.83265,4.522,14.337,89.009,108.856,87.637,48.477,37.757,86.873,69.205,32.369,0.0
PF3D7_1145600,0.44,20.17,40.235,23.2995,3.135,2.189,14.726,48.588,64.467,55.231,34.928,45.95,81.617,27.749,78.0282
PF3D7_1145700,488.995,531.091,523.257,24.3135,2.037,1.11,6.805,35.719,54.806,39.346,32.04,20.168,34.009,8.03,86.3029
PF3D7_1145800,66.338,128.586,133.714,20.822400000000002,59.572,80.082,67.66,39.093,36.382,35.771,26.8,59.302,76.712,20.568,66.7774
PF3D7_1145900,9.677,17.505,9.668,28.1755,4.459,7.954,10.004,23.591,39.758,30.516,31.923,111.0,135.943,63.791,64.0224
PF3D7_1146000,90.732,118.575,80.047,78.64574999999999,170.314,194.816,173.469,100.382,94.177,102.281,66.948,156.998,178.407,113.866,317.1951
PF3D7_1146100,17.559,12.902,13.51,36.5887,6.175,8.108,10.297,18.618,14.348,19.71,28.507,447.301,727.367,1677.989,240.9594
PF3D7_1146200,13.299,33.486,26.089,100.19715000000001,26.033,70.416,71.752,37.508,49.321,62.909,144.22,907.409,1464.969,2428.937,1684.6226
PF3D7_1146300,2128.101,40.022,37.447,24.643849999999997,1.359,0.442,0.634,1.295,6.742,8.928,16.312,41.516,16.637,59.49,0.0
PF3D7_1146500,1.266,7.438,11.97,6.40735,1.035,0.438,0.335,2.657,8.786,5.572,13.271,36.917,68.333,19.895,90.2358
PF3D7_1146600,219.22,46.597,40.475,172.57465000000002,24.211,8.281,24.828,45.733,69.062,220.536,279.885,33.973,25.065,22.663,18.9429
PF3D7_1146700,9.377,2.724,7.725,1.8517000000000001,0.162,0.046,0.0,0.373,0.143,0.785,1.98,16.984,12.208,1.673,90.1569
PF3D7_1146800,1.409,1.414,14.716,13.5764,1.668,0.869,0.912,0.979,3.985,10.237,12.244,259.265,266.444,101.587,64.1036
PF3D7_1146900,3.954,21.819,49.36,17.27525,19.949,15.485,10.683,22.878,22.823,16.441,20.722,38.816,25.436,28.22,9.3906
PF3D7_1147000,493.253,193.84,171.84,7.9714,0.586,0.374,1.4,3.582,7.038,6.367,9.099,10.553,5.134,5.028,14.8172
PF3D7_1147100,39.717,152.548,93.83,2.6405,0.123,0.0,0.0,0.0,1.021,0.202,1.309,3.259,22.376,18.567,0.0
PF3D7_1147200,2579.526,16.5,13.557,9.44935,0.451,0.132,0.048,0.557,6.379,9.317,13.395,185.13,344.159,501.473,255.809
PF3D7_1147300,1769.352,174.501,190.027,152.38165,13.539,39.56,204.406,351.755,380.784,394.338,218.909,167.561,107.666,117.175,83.5277
PF3D7_1147400,133.687,106.579,167.616,73.2399,5.304,3.99,51.993,141.719,151.66,121.886,135.534,54.071,39.421,64.116,111.1239
PF3D7_1147500,747.378,74.111,88.316,16.1886,33.794,66.161,60.469,32.894,23.439,15.999,16.008,22.358,16.831,25.708,19.104
PF3D7_1147600,2012.642,98.13,160.955,31.3975,2.734,2.543,13.909,33.683,80.175,55.009,59.454,96.522,72.483,40.841,55.2692
PF3D7_1147700,360.562,208.047,223.455,75.26474999999999,7.767,11.045,97.606,208.089,232.106,201.216,124.48,100.478,93.087,31.266,66.922
PF3D7_1147800,3029.554,31.647,31.29,95.92785,121.65,65.721,15.055,16.6,33.572,63.748,41.595,15.887,36.748,14.151,1.1306
PF3D7_1147900,582.114,105.999,113.134,74.03960000000001,158.092,146.288,74.401,134.767,160.642,117.709,124.239,62.985,66.157,93.392,209.0595
PF3D7_1148000,1339.526,165.361,193.1,47.5331,6.378,5.241,63.883,132.101,113.846,113.388,66.295,49.179,51.603,26.395,24.943
PF3D7_1148100,4.368,37.471,33.762,,,,,,,,,,,,
PF3D7_1148200,6796.535,1334.131,2006.141,,,,,,,,,,,,
PF3D7_1148500,144188.11,1073.699,3757.76,,,,,,,,,,,,
PF3D7_1148600,0.562,0.81,1.499,,,,,,,,,,,,
PF3D7_1148620,2109.417,661.716,1217.923,,,,,,,,,,,,
PF3D7_1148640,26.938,4.35,11.753,,,,,,,,,,,,
PF3D7_1148700,3.37,24.871,24.562,198.64565,1342.175,1439.856,86.863,32.957,30.713,55.329,54.305,43.656,64.915,43.881,18.4356
PF3D7_1148800,0.0,0.214,164.768,79.72405,601.593,104.445,29.579,31.017,27.119,31.615,66.907,7.944,18.411,9.689,159.8179
PF3D7_1148900,0.0,15.791,13.121,259.52635,863.954,374.691,20.099,8.93,17.461,17.998,92.511,9.727,16.971,16.924,112.9651
PF3D7_1149000,0.365,9.263,16.337,24.8917,4.736,129.807,176.874,182.416,105.63,94.193,44.549,57.302,60.129,48.127,96.7673
PF3D7_1149100,0.0,0.052,51.151,273.74255,158.85,590.982,1228.846,757.473,281.454,277.203,162.882,407.073,204.563,90.235,142.1277
PF3D7_1149200,3.657,29.554,9.689,8716.025300000001,2045.929,202.957,31.438,12.882,156.748,507.564,3431.376,18.027,4.805,3.152,21.509
PF3D7_1149300,0.0,0.185,13.735,45.40995,23.962,12.586,23.895,14.581,16.174,25.597,34.826,3.228,1.617,3.009,98.1298
PF3D7_1149400,,,,31.94625,23.781,487.789,410.758,228.413,100.998,72.882,52.776,0.0,0.0,0.0,0.0
PF3D7_1149600,0.0,4.703,1.113,622.80695,547.689,263.724,66.951,17.611,33.594,69.185,301.03,9.345,18.054,9.802,20.9195
PF3D7_1149700,,,,54.56385,24.395,13.401,7.147,6.714,12.761,6.97,19.555,0.0,0.0,0.0,0.0
PF3D7_1149800,,,,8.55045,22.674,47.428,54.906,5.528,0.316,2.551,2.371,2.988,0.0,1.827,61.2607
PF3D7_1149900,,,,6.54385,0.511,70.62,159.757,14.671,5.247,6.757,6.064,0.0,0.729,2.545,0.0
PF3D7_1150000,,,,0.29795,0.0,0.831,2.044,0.264,0.509,0.453,0.655,0.361,0.0,0.0,0.0
PF3D7_1150200,,,,0.44835,0.0,0.332,0.602,0.152,0.085,0.157,0.463,0.0,2.152,0.0,0.0
PF3D7_1150300,,,,0.9522,3.51,1.304,0.278,0.074,0.74,0.191,0.442,0.0,0.0,0.0,0.0
PF3D7_1150400,0.0,0.0,0.0,3.05215,4.375,1.529,0.203,0.067,0.183,0.98,1.369,0.222,0.882,0.456,0.3796
PF3D7_1200100,0.0,0.713,2.623,122.94155,10.753,21.44,33.334,25.189,40.638,55.77,73.894,70.594,61.509,36.16,44.7016
PF3D7_1200200,0.0,0.0,1.584,9.64275,13.135,8.107,4.682,1.361,3.481,4.332,5.283,8.004,42.348,55.836,1.399
PF3D7_1200300,,,,1.25765,0.813,0.455,0.0,0.0,0.0,0.226,0.551,2.027,15.954,2.21,0.0
PF3D7_1200400,0.0,2.571,3.108,3.1220999999999997,1.092,0.282,0.212,1.124,2.184,2.024,1.448,55.439,71.813,68.834,80.0644
PF3D7_1200500,0.0,0.0,8.385,58.1044,8.658,2.584,0.56,0.137,1.28,2.578,3.025,2.812,25.201,19.955,0.0
PF3D7_1200600,0.0,0.0,0.233,39.26165,32.181,8.657,1.335,0.677,0.673,1.619,3.725,3.161,2.516,2.01,1.2321
PF3D7_1200610,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1200700,584.779,533.278,430.641,2189.5266,3948.917,478.568,37.146,9.062,28.647,52.728,717.804,1.895,0.488,0.759,3.9434
PF3D7_1200800,6.942,124.143,208.306,198.5435,151.043,60.89,37.002,22.828,33.291,26.928,62.099,22.053,20.381,16.654,16.2259
PF3D7_1200900,488.858,372.643,552.125,63.50535000000001,274.345,316.72,145.483,84.902,75.882,53.298,63.969,36.768,36.256,20.558,28.2447
PF3D7_1201000,0.0,18.941,6.592,393.75535,159.064,5162.272,6467.207,1738.693,819.071,1016.944,426.171,1.092,3.502,14.628,51.7279
PF3D7_1201100,0.0,0.0,1.32,82.06084999999999,51.108,457.678,110.238,17.42,71.293,74.783,74.88,3.398,9.606,3.163,18.8833
PF3D7_1201200,4.864,8.461,7.311,1537.5805999999998,1571.995,332.248,33.328,12.703,43.278,101.303,706.47,5.125,28.173,21.764,22.0776
PF3D7_1201300,609.026,478.925,393.735,191.4007,29.905,13.042,10.319,12.125,37.437,49.141,58.367,26.594,125.88,169.207,1146.5962
PF3D7_1201400,1693.806,1702.768,1378.871,16.5047,24.654,11.217,13.451,13.72,19.841,29.46,19.066,6.286,12.624,15.645,1.0721
PF3D7_1201500,468.035,455.081,346.971,134.02814999999998,373.589,291.258,253.335,169.76,177.212,185.403,106.852,212.02,205.585,117.24,665.5869
PF3D7_1201600,11.746,39.158,60.856,16.31505,3.723,0.809,7.432,13.628,28.68,27.998,19.502,276.865,501.052,233.186,7029.0627
PF3D7_1201700,13.032,19.291,19.876,8.67475,0.792,1.56,5.142,14.387,16.913,13.711,11.818,23.541,13.642,10.273,69.9284
PF3D7_1201800,17.941,61.711,86.958,22.976,3.349,4.993,37.113,83.11,101.158,53.313,42.542,35.077,30.625,53.833,50.0843
PF3D7_1201900,247.332,126.687,248.39,59.71765,47.536,91.412,123.95,128.397,124.753,92.4,91.748,50.243,35.88,24.329,212.4445
PF3D7_1202000,13.061,35.026,45.255,19.64535,17.998,30.962,33.363,38.874,46.547,27.618,24.558,106.9,117.097,69.246,85.0688
PF3D7_1202100,182.909,474.492,617.344,133.5333,53.898,97.65,145.644,287.28,300.581,230.038,195.197,197.89,167.984,241.768,277.6232
PF3D7_1202200,195.397,199.738,181.058,185.8726,18.418,12.808,58.292,292.197,418.047,314.131,261.293,287.67,271.989,323.277,406.8173
PF3D7_1202300,1.939,4.01,6.496,5.82035,2.617,1.033,1.353,6.082,14.822,11.935,7.718,37.781,35.258,19.345,192.1343
PF3D7_1202400,68.118,82.108,97.435,135.1002,16.59,20.233,96.915,186.202,263.554,170.999,182.912,370.878,393.756,387.601,469.7277
PF3D7_1202500,37.756,37.223,34.694,16.2108,33.271,25.683,26.937,20.248,22.274,19.716,20.478,33.053,31.522,20.1,61.8771
PF3D7_1202600,24.465,70.51,90.425,254.7861,174.281,191.564,167.872,259.412,352.645,401.484,314.81,570.473,545.736,373.449,226.9273
PF3D7_1202700,18.289,33.412,24.083,46.14805,114.026,92.662,60.272,29.898,48.839,40.534,37.634,9.314,6.956,10.84,0.4555
PF3D7_1202800,422.209,255.761,307.413,66.5959,124.249,95.877,88.971,93.215,95.473,92.229,65.924,60.558,44.817,36.55,1.2141
PF3D7_1202900,532.525,472.809,493.428,576.54955,590.528,522.459,422.768,748.28,558.657,490.775,494.065,105.995,67.965,58.746,35.3342
PF3D7_1203000,359.579,403.791,310.956,154.9712,61.996,51.102,119.571,235.435,286.366,303.523,159.936,177.365,158.201,231.874,587.27
PF3D7_1203100,73.961,69.342,66.487,91.54245,199.673,170.427,105.935,138.278,162.635,117.542,92.32,274.637,320.711,101.853,1937.2776
PF3D7_1203200,243.089,152.281,135.592,54.046850000000006,256.586,252.477,117.863,164.79,116.514,86.676,56.583,176.907,213.276,326.54,59.7186
PF3D7_1203300,26.239,62.908,53.597,49.48865,4.667,6.078,43.41,71.738,99.5,93.887,66.611,134.247,130.107,76.598,63.8729
PF3D7_1203400,33.927,68.871,79.572,76.36425,18.873,16.293,90.136,148.005,152.408,149.42,110.155,68.609,73.365,237.749,29.8326
PF3D7_1203500,324.493,289.602,214.161,212.94225,715.325,339.88,281.613,302.863,322.886,318.189,190.938,234.601,293.615,327.545,338.5654
PF3D7_1203600,30.847,63.394,39.066,29.74895,25.46,16.655,26.822,45.265,53.531,25.329,32.247,85.384,108.835,77.663,65.4595
PF3D7_1203700,1521.391,1368.005,1277.661,2505.21615,2428.163,1479.58,1899.093,1912.247,1499.111,1416.79,1440.071,370.626,307.509,154.127,213.4007
PF3D7_1203800,14.568,23.825,21.254,,,,,,,,,,,,
PF3D7_1203900,18.946,24.626,24.745,622.53505,237.106,264.611,365.489,368.52,348.596,363.686,529.499,578.314,734.178,555.184,531.0785
PF3D7_1204000,0.0,1.073,1.849,17.90885,2.068,0.723,2.216,1.928,7.985,5.253,11.262,52.609,34.142,39.257,2.8933
PF3D7_1204100,18.023,34.424,35.104,108.2862,6.369,9.619,49.007,43.827,85.928,91.009,75.285,71.808,128.064,94.805,128.6795
PF3D7_1204200,7.838,32.784,50.476,69.24625,20.431,9.428,29.123,35.549,42.958,29.85,48.834,208.933,130.493,483.03,49.5997
PF3D7_1204300,871.372,1081.428,936.888,287.73575,1206.052,1465.384,1546.574,1264.894,808.649,515.42,395.526,113.38,117.151,337.144,251.9411
PF3D7_1204400,0.442,7.75,3.954,25.44395,8.06,2.497,4.386,3.065,7.658,11.228,14.827,453.182,498.845,790.898,285.1079
PF3D7_1204500,14.246,31.844,63.096,35.23465,76.347,96.818,156.154,163.861,156.682,67.152,52.753,203.991,157.805,139.093,150.3733
PF3D7_1204600,14.044,37.726,76.495,37.65615,235.437,196.606,96.715,72.998,72.147,56.983,43.562,184.006,141.761,358.991,234.8785
PF3D7_1204700,37.449,68.496,98.315,34.39275,6.923,7.395,53.368,94.921,100.209,65.411,52.034,71.841,84.082,103.261,43.1433
PF3D7_1204900,2.944,13.244,19.749,449.11220000000003,38.604,8.298,4.625,11.391,57.618,151.046,470.832,18.037,16.457,13.798,2.3305
PF3D7_1205000,59.982,51.923,65.948,173.40725,20.408,8.815,34.44,151.232,258.434,263.459,182.184,189.937,149.832,152.883,9.3465
PF3D7_1205100,28.314,116.529,99.542,84.20909999999999,39.869,86.533,175.957,171.911,173.639,132.25,102.595,112.828,83.049,35.315,47.2165
PF3D7_1205200,0.0,5.262,5.859,34.64605,4.521,0.338,2.298,12.979,40.906,48.229,56.367,13.24,10.546,10.181,19.0419
PF3D7_1205300,42.354,74.73,97.531,31.78315,4.647,2.997,28.571,99.796,129.071,78.519,65.653,8.054,8.053,6.95,21.0364
PF3D7_1205400,1.996,27.558,40.746,37.639849999999996,38.64,36.312,29.583,37.634,39.853,42.564,45.92,60.229,28.24,21.463,30.2544
PF3D7_1205500,100.035,150.589,121.381,1101.7476000000001,389.845,162.494,63.37,208.525,243.724,294.534,503.44,1330.663,1631.075,647.196,1565.2639
PF3D7_1205600,339.176,599.787,514.261,151.1928,22.992,143.989,766.465,731.227,467.505,403.868,229.233,516.232,506.933,181.002,1371.8524
PF3D7_1205700,77.078,24.837,49.252,24.4961,9.354,11.976,21.627,26.484,24.675,17.127,28.349,140.931,252.531,103.447,425.1873
PF3D7_1205800,29.622,83.156,119.835,264.5335,248.953,189.341,209.79,239.657,205.347,307.022,272.133,70.976,62.252,83.334,92.3978
PF3D7_1205900,154.722,83.749,117.426,254.6119,164.933,252.736,197.635,238.098,378.57,340.751,280.064,190.429,229.73,143.869,335.51
PF3D7_1206000,8.693,26.194,23.79,317.2857,31.239,4.836,2.604,65.367,285.475,379.998,521.065,29.966,25.487,32.735,199.9372
PF3D7_1206100,243.063,172.572,116.0,78.9625,6.171,2.178,2.812,17.795,69.218,62.786,103.137,252.122,206.758,240.539,57.9946
PF3D7_1206200,321.129,222.43,266.32,183.10055,676.353,762.454,697.902,513.54,301.444,312.514,183.573,78.19,58.996,32.359,29.7762
PF3D7_1206300,25.926,19.162,29.723,618.51125,24.051,18.739,16.64,62.06,295.772,503.944,510.908,43.409,25.801,31.061,1.3022
PF3D7_1206400,155.675,225.2,215.698,10.3706,1.512,0.162,0.634,2.606,8.267,14.526,16.562,2.996,1.652,3.903,0.0
PF3D7_1206500,2.674,54.431,26.901,27.2713,13.201,9.648,16.819,21.241,24.698,29.616,28.061,91.227,68.587,61.825,2.8227
PF3D7_1206600,69.554,93.549,62.686,79.87325,352.848,358.693,238.71,143.85,112.31,101.064,67.668,162.74,162.431,174.811,138.4829
PF3D7_1206700,53.421,87.532,124.526,223.9649,331.691,437.004,372.341,336.883,212.743,206.48,210.841,30.65,40.07,14.136,49.3298
PF3D7_1206800,38.433,135.819,90.892,46.1572,34.782,53.391,63.609,64.704,52.623,53.544,52.708,84.808,51.689,26.213,7.1734
PF3D7_1206900,10.989,37.79,41.048,41.8488,11.38,8.967,22.031,34.354,52.694,36.426,42.917,56.897,66.248,30.148,141.471
PF3D7_1207000,45.8,80.803,105.365,94.07715,8.537,7.666,65.482,158.078,178.895,215.078,142.287,88.15,66.425,30.972,319.2436
PF3D7_1207100,58.271,108.827,118.99,512.5937,588.159,475.531,386.786,325.312,380.91,537.657,365.582,79.607,60.527,43.966,74.8746
PF3D7_1207200,57.391,60.084,48.74,3.9322500000000002,0.956,0.59,11.199,17.097,9.741,12.094,9.408,7.48,11.178,5.643,9.8373
PF3D7_1207300,63.464,36.19,22.525,4.4525500000000005,0.809,0.61,2.048,1.032,2.659,1.968,2.758,360.327,402.077,761.546,59.0839
PF3D7_1207400,5.498,15.873,7.001,28.998450000000002,4.347,0.575,1.994,6.281,12.414,23.227,22.848,40.676,81.418,89.575,21.7653
PF3D7_1207500,6.323,36.481,32.796,45.6279,11.725,12.25,53.609,117.388,139.279,124.541,84.385,146.632,115.679,156.405,137.6616
PF3D7_1207600,133.212,294.961,520.84,51.56175,138.742,159.108,165.585,140.222,124.554,96.773,70.951,438.811,260.719,146.149,222.2707
PF3D7_1207700,0.0,45.922,60.768,19.496,1.78,1.29,2.515,4.389,8.025,9.826,13.471,228.717,327.674,548.921,31.909
PF3D7_1207800,6.723,141.922,80.524,16.9241,3.395,8.603,18.515,18.568,18.307,26.117,16.579,125.453,127.085,27.555,972.5843
PF3D7_1207900,350.053,391.531,417.663,12.5504,7.547,20.109,55.638,42.988,37.174,28.953,23.573,42.277,75.665,37.676,85.3795
PF3D7_1208000,0.0,156.252,195.078,23.304699999999997,2.674,7.973,33.403,43.094,56.889,32.07,34.974,196.136,170.442,29.907,87.208
PF3D7_1208100,11.442,40.551,38.769,10.6413,42.609,40.484,26.755,16.382,12.968,10.704,12.705,10.391,9.011,6.107,2.8859
PF3D7_1208200,2.493,3.426,3.574,2.61925,1.442,0.371,0.437,0.603,1.892,1.985,3.324,14.558,7.638,5.105,1.0489
PF3D7_1208300,291.353,258.878,264.982,71.06105,9.636,140.666,428.682,314.357,206.651,139.02,118.352,14.63,40.477,57.736,4.591
PF3D7_1208400,16.61,45.735,126.999,21.68895,19.497,37.674,8.966,46.688,56.897,53.252,37.702,9.278,7.014,12.804,12.979
PF3D7_1208500,18.369,34.078,27.121,2.364,1.881,8.144,14.653,10.421,8.219,7.18,4.287,17.155,23.909,17.812,30.3603
PF3D7_1208600,676.416,402.388,331.171,52.1573,66.358,232.709,250.517,191.582,126.687,100.447,73.078,18.017,61.119,35.946,2.001
PF3D7_1208700,214.743,30.421,42.561,37.3294,7.624,19.645,88.725,119.455,132.368,94.824,67.626,48.724,141.006,156.511,110.4078
PF3D7_1208800,44.656,72.521,58.206,59.4744,106.761,67.174,41.746,69.129,86.024,71.589,60.89,261.459,285.427,387.02,151.3947
PF3D7_1208900,75.26,128.987,155.464,100.576,27.23,80.995,128.976,210.976,184.29,211.404,174.702,316.2,342.572,163.144,451.5257
PF3D7_1209000,26.314,57.35,99.108,37.629,121.715,153.317,165.769,168.433,103.941,94.494,42.372,86.379,26.965,49.902,43.3086
PF3D7_1209100,4.705,23.547,19.572,14.25695,6.971,11.104,14.056,13.345,21.473,19.105,14.387,50.835,54.522,22.232,0.6209
PF3D7_1209200,54.3,104.682,131.784,117.80064999999999,226.872,204.199,190.498,231.355,223.906,210.439,119.087,173.81,85.218,41.803,15.6212
PF3D7_1209300,62.399,69.838,92.951,331.81895000000003,42.547,75.182,116.103,213.796,315.919,466.969,424.981,268.361,212.792,181.714,194.2443
PF3D7_1209400,62.236,121.194,54.524,357.6041,39.178,18.479,59.416,90.809,137.398,270.284,412.939,111.93,69.115,86.861,104.2086
PF3D7_1209500,35.195,42.878,33.142,119.46675,10.886,3.589,28.021,55.9,104.716,117.965,181.546,32.855,32.512,41.869,112.9722
PF3D7_1209600,59.233,109.922,75.191,92.44335000000001,6.602,1.775,6.735,31.048,98.116,79.434,130.644,283.074,204.307,224.949,13.0177
